CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
628	LEAF	leaf	5	6.5	3.5	5	5.11	4.89	12095
629	LEATHER	leather	8.5	9.5	5.8	7.47	7.95	7	12120
630	LIGHT (RADIATION)	light	5	6.5	2.5	4.11	4.22	3.89	12273
631	LIVESTOCK	livestock	10.5	10.5	8.5	9.11	9.5	9	12397
632	LIZARD	lizard	7.5	7.5	5.5	6.95	7.16	6.53	12401
633	MARKET	market	7.5	7.5	5.2	6.11	6.22	6	12848
634	MEAT	meat	6.5	7.5	3.5	5.11	5.22	4.89	12999
635	MILK	milk	4.5	5	2.5	4.37	4.53	3.89	13279
636	MILL	mill	8.5	8.5	7.5	8	8.11	7.89	13285
637	MOSS	moss	8.5	8.5	6.5	7.11	7.37	7	13647
638	MOTORCYCLE	motorcycle	8.5	9.5	6.5	6.47	7	5.95	13674
639	MOUNTAIN	mountain	7.5	8.5	5.5	6.11	6.33	5.95	13688
64	PIN	pin	5	5	4.5	5.11	5.22	4.89	15787
640	MUD	mud	5.2	5.5	3.5	4.61	5	3.89	13728
641	MUSHROOM	mushroom	7.5	8.5	5.2	6.5	6.89	6	13823
642	MUSIC	music	7.5	7.5	3.5	4.5	5	4	13825
644	OAK	oak	8.5	7.5	6.5	7.11	7.22	7	14442
645	OCEAN	ocean	7.5	8.5	5.2	6.11	6.37	5.95	14537
646	ASH	ashes	7.5	8.5	5.2	6.5	6.89	6	1067
647	PAINT (PIGMENTS)	paint	5.5	6.5	3.5	5.11	5.22	4.89	15125
648	PAPER	paper	6.5	6.5	4.5	4	4	4	15187
649	PASTURE	pasture	9.5	9.5	7.5	8.47	8.95	8	15309
65	AMBUSH	ambush	10.5	10.5	8.5	10.47	10.95	10	624
650	PETROLEUM	petroleum	12.5	12.5	12.5	11.11	11.47	11	15642
651	SEAL	seal	6.5	6.5	4.5	6.11	6.22	6	18862
652	PLAIN	plain	7.5	8.5	5.2	6.68	6.95	6.53	15864
653	PLANT (VEGETATION)	plant	5.5	6.5	3.5	5	5.11	5	15876
654	PLASTIC	plastic	7.5	8.5	5.5	6.11	6.37	5.95	15885
655	POISON	poison	8.5	9.5	6.5	7.11	7.5	7	16023
656	POLICE	police	6.5	8.5	5.5	5.37	5.68	4.89	16037
657	PRICE	price	7.5	8.5	5.2	6.11	6.22	6	16480
658	RAIN (PRECIPITATION)	rain	5	6.5	3.5	4.61	5	3.89	17119
659	REED	reed	9.5	8.5	7.5	8.11	8.22	8	17480
66	KNEEL	kneel	8.5	9.5	5.5	6.95	7.11	6.53	11877
660	REEF	reef	9.5	9.5	8.5	9.47	9.68	9	17481
661	RELIGION	religion	10.5	11.5	8.5	8.11	8.47	7.89	17692
662	BATTERY	battery	8.5	8.5	6.5	6.5	6.7	6	1588
663	BAY	bay	7.5	7	5.5	7	7.11	6.89	1598
664	RESIN	resin	12.5	11.5	10.5	12.5	12.8	12	17917
665	BEE	bee	5	6.5	4.5	5.11	5.22	4.89	1675
666	RIVER	river	6.5	7.5	5.2	6.11	6.22	5.95	18234
667	ROAD	road	6.5	6.5	4.5	5.11	5.22	4.89	18243
668	ROCK	rock	6.5	6.5	3.5	5.11	5.22	4.89	18274
669	RODENT	rodent	9.5	10.5	8.5	9.11	9.44	9	18283
67	EMBERS	ember	9.5	10.5	8.5	9.47	10	9	6800
670	ROOT	root	7.5	8.5	5.5	7	7.11	6.89	18324
671	SAND	sand	5.2	6	3.5	4.5	5	4	18547
672	EARLY	early	6.5	7.5	3.5	6	6.11	5.89	6547
673	SCHOOL	school	5.5	6.5	5	4	4	4	18708
674	MOUTH	mouth	5.2	5.5	2.5	4.61	5	3.89	13705
675	FAECES (EXCREMENT)	excrement	12.5	12.5	8.5	11.5	12	11	7304
676	SHIT (DEFECATE)	defecate	12.5	12.5	8.5	11.5	12	11	5257
677	AXE	axe	7.5	7.5	5.5	6.89	7	6.47	1332
678	BEARD	beard	8.5	9.5	5.5	6.5	6.95	5.89	1627
679	BRIGHT	bright	6.5	7.5	3.5	5.5	6	5	2466
68	TATTOO	tattoo	12.5	12.5	10.5	9.11	9.67	8.89	21604
680	BREAK (DESTROY OR GET DESTROYED)	break	6.5	7.5	3.5	5.5	6	5	2397
681	DESTROY	destroy	8.5	9.5	5.8	7.11	7.37	6.95	5570
682	SIDE	side	6.5	7	4.5	5.5	6	5	19421
683	PERSON	person	5.5	6.5	3.5	5.11	5.22	4.89	15587
684	OWN	own	6.5	7.5	4.5	6.11	6.22	5.89	15061
685	DECIDE	decide	8.5	9.5	6.5	7.11	7.5	7	5180
686	EASY	easy	6.5	6.5	4.5	5.11	5.22	4.89	6586
687	NOTHING	nothing	6.5	7.5	4.5	5.37	5.68	4.89	14359
688	LUNG	lung	7.5	8.5	5.2	7.11	7.22	7	12607
689	BETWEEN	between	6.5	7.5	4.5	6.11	6.37	5.95	1791
69	SOBER	sober	11.5	11.5	8.5	10	10.22	9.89	19956
690	BOTTOM	bottom	5.5	6.5	3.5	5.11	5.33	4.89	2292
691	SEASON	season	7.5	8.5	5.5	6.11	6.22	5.95	18888
692	BRING	bring	6	7	3.5	5.5	6	5	2480
693	FROM	from	5	6.5	3.5	5	5.11	4.89	8578
694	GET	get	5.2	5	2.5	4	4	4	8890
695	GO	go	4.5	5	2.5	4.11	4.22	3.89	9042
696	STIR	stir	6.5	6.5	3.5	6.11	6.22	5.89	20711
698	WISE	wise	8.5	8.5	6.5	7.11	7.33	7	24770
699	SAD	sad	5	5	3.5	4.11	4.22	3.89	18466
7	GATHER	gather	7.5	8.5	5.2	7	7.22	6.89	8779
700	CARRY	carry	5.5	6.5	3.5	5.11	5.33	4.89	2924
701	SLOW	slow	5.5	6.5	3.5	5.11	5.22	4.89	19761
702	CATCH	catch	5.2	6.5	3.5	5.11	5.22	4.89	2983
703	SOON	soon	5.2	6.5	3.5	5.11	5.22	4.89	20058
704	CLEAN	clean	5.2	6.5	3.5	4.37	4.61	3.89	3490
705	GO UP (ASCEND)	ascend	9.5	10.5	7.5	11.5	12	11	1056
706	DARK	dark	5.2	6.5	3.5	4.11	4.22	3.89	5046
707	REMEMBER	remember	7.5	8.5	4.5	6.11	6.37	5.89	17719
708	SHINE	shine	6.5	7.5	4.5	5.5	6	5	19262
709	TEACH	teach	6.5	7.5	4.5	5.11	5.22	4.89	21627
710	WHEEL	wheel	5.2	6.5	3.5	5.11	5.33	4.89	24574
711	TALL	tall	5	5.5	3.5	5	5.11	4.89	21539
712	RICH	rich	7.5	7.5	5.2	6.11	6.22	5.89	18149
713	STEAL	steal	7.5	8.5	4.5	6.37	6.68	5.95	20601
714	SEED	seed	5.2	6.5	4.5	5.11	5.22	4.89	18945
715	SHOUT	shout	6.5	6.5	3.5	5.37	5.68	4.89	19344
716	GROAN	groan	8.5	9.5	6.5	8.11	8.47	8	9302
717	SWEET	sweet	5.5	7.5	3.5	5.11	5.22	4.89	21354
718	PAY	pay	6.5	6.5	4.5	6.11	6.22	5.89	15364
719	FIND	find	5.2	6.5	3.5	5	5	5	7930
72	CLAW	claw	6.5	7.5	5.2	6.11	6.22	6	3487
720	GOOD LUCK	luck	6.5	6.5	5.2	5.5	6	5	12572
721	LOW	low	6.5	6.5	4.5	5.11	5.22	4.89	12552
722	ATTACK	attack	7.5	8.5	5.2	7.11	7.37	6.95	1188
723	PLACE (POSITION)	place	6.5	7	4.5	5.11	5.22	4.89	15850
724	READ	read	6.5	6.5	5	5	5	4.89	17248
726	WHILE	while	7.5	7.5	4.5	6.5	7	6	24597
727	WHICH	which	6	7.5	3.5	6.11	6.37	6	24594
728	FIRST	first	5	6.5	3.5	5	5.11	4.89	7978
729	DAWN	dawn	8.5	8.5	5.5	7.11	7.33	7	5079
73	BEAK	beak	6.5	7.5	5.2	6.11	6.37	5.95	1615
730	SNAKE	snake	5.5	6.5	4.5	5.11	5.33	4.89	19858
731	BEVERAGE	beverage	9.5	10.5	7.5	8.5	8.89	8	1792
732	YOUR (SINGULAR)	your	5	6.5	3.5	5.11	5.22	4.89	25031
733	EARN	earn	9.5	9.5	6.5	7.11	7.33	7	6549
734	MAKE	make	5.2	6	3.5	5.11	5.22	4.89	12718
735	OWL	owl	6.5	6.5	4.5	5.5	5.5	5	15060
736	YARD	yard	6.5	6.5	4.5	5.11	5.22	4.89	24997
737	LIGHT (IGNITE)	ignite	11.5	11.5	10.5	10	10.47	9.89	10435
738	THING	thing	5.2	6.5	3.5	5.11	5.22	4.89	21883
739	FEED	feed	5.2	6.5	2.5	5.11	5.33	4.89	7779
74	PUPPY	puppy	5	6.5	3.5	4.61	5	3.89	16895
740	SHIP	ship	6.5	6.5	5	5.5	5.5	5	19268
741	DRIVE	drive	6.5	7.5	4.5	6.11	6.22	5.89	6405
742	END (OF SPACE)	end	5	6.5	3.5	5	5.11	4.89	6896
744	EGG	egg	4.5	5	2.5	4.37	4.68	3.89	6656
745	SHELF	shelf	6.5	7.2	4.5	6.11	6.22	5.89	19233
746	SHOP	shop	6.5	6.5	4.5	5.11	5.22	4.89	19306
747	BICYCLE	bicycle	6.5	7.5	5.5	6.11	6.5	5.89	1821
748	SOW SEEDS	sow	9.5	10.5	7.5	10	10.22	9.89	20124
749	ENTER	enter	7.5	8.5	4.5	6.11	6.22	6	7001
75	DISGRACE	disgrace	9.5	10.5	8.5	10	10.22	9.89	5936
750	DROP	drop	5.5	6.5	3.5	5	5	4	6416
751	SHRUB	shrub	8.5	8.5	6.5	8.47	8.95	8	19387
752	STORE	store	6.5	6.5	4.5	5.11	5.22	4.89	20762
753	PUPIL (STUDENT)	pupil	7.5	7.5	6.5	8.11	8.37	8	16891
754	HURRY	hurry	6.5	7.5	4.5	5.11	5.37	4.95	10279
755	DENY	deny	9.5	10.5	5.5	8.47	8.95	8	5437
756	DEPEND	depend	8.5	9.5	6.5	8.11	8.5	8	5449
757	BUTTON	button	5.5	6.5	3.5	5.11	5.33	4.89	2704
759	SILVER	silver	7.5	8.5	5.5	6.11	6.22	6	19480
760	KNOT	knot	8.5	8.5	6.5	6.37	6.68	5.89	11900
761	COVER	cover	5.5	6.5	3.5	5.11	5.33	4.89	4599
762	OUTSIDE	outside	5.2	7.5	3.5	4.11	4.22	3.89	14854
763	SKIN	skin	6.5	6.5	3.5	4.5	5	4	19610
764	SUIT	suit	7.5	8.5	5.5	7	7.11	6.89	21115
765	MOVE	move	5.2	6.5	3.5	5.11	5.22	4.89	13714
766	MENSTRUATION	menstruation	12.5	12.5	12.5	11	11.22	10.89	13098
767	CORPSE	corpse	11.5	12.5	9.5	10.47	10.95	10	4464
768	LUNCH	lunch	6	6.5	4.5	4.5	5	4	12602
769	ROOF	roof	6.5	6.5	4.5	5.5	6	5	18310
770	EARRING	earring	8.5	8.5	6.5	6	6.5	5	6559
771	HAT	hat	4.5	5	3.5	4.11	4.22	3.89	9662
772	BELT	belt	5.5	6.5	4.5	5.37	5.68	4.89	1746
773	HAVE	have	5	6	2.5	5.11	5.22	4.89	9678
774	CABBAGE	cabbage	8.5	8.5	5.5	7.22	7.67	6.95	2725
775	TRUMPET	trumpet	7.5	7.5	5.2	7.11	7.37	6.95	22547
777	FLUTE	flute	8.5	8.5	6.5	7.11	7.33	7	8211
778	SMOKE (EXHAUST)	smoke	6.5	7.5	3.5	5.5	6	5	19824
779	PART	part	6.5	7	4.5	5.5	5.5	5	15251
78	THAT	that	5	6	2.5	5.11	5.22	4.89	21819
780	OUR	our	5.2	6.5	3.5	5.11	5.22	4.89	14788
782	DEFEAT	defeat	9.5	9.5	7.5	7.68	7.95	7.47	5255
783	VICTORY	victory	9.5	9.5	7.5	7.11	7.33	7	24132
784	SNOW	snow	5.5	6.5	3.5	4.5	5	4	19920
785	STRONG	strong	6.5	7.5	4.5	5.5	6	5	20886
787	SAIL	sail	7.5	7.5	5.2	6.11	6.22	6	18493
788	SOAP	soap	5.5	6.5	3.5	4.61	5	3.89	19949
789	PEOPLE	people	6.5	7.5	3.5	5.11	5.22	4.89	15482
79	WASTE	waste	8.5	8.5	5.2	7	7.11	6.89	24389
790	READY	ready	6.5	6.5	3.5	5.11	5.22	4.89	17256
791	STRANGER	stranger	8.5	9.5	5.5	7	7.11	6.89	20804
792	BOIL (OF LIQUID)	boiling	7.5	8.5	5.5	7.11	7.33	7	2180
794	PEN	pen	5	5	4.5	5	5	5	15448
795	TROUT	trout	9.5	9.5	7.5	8.37	8.68	8	22533
796	NIPPLE	nipple	8.5	8.5	3.5	8.11	8.47	7.89	14155
797	TESTICLES	testicle	12.5	11.5	9.5	10.5	11	10	21795
798	JAW	jaw	6.5	7.5	5.2	6.68	6.89	6.47	11626
799	WRIST	wrist	7.5	8.5	5.5	7.11	7.33	6.89	24967
8	CURSE	curse	9.5	10.5	7.5	7.5	7.95	7	4937
801	RIB	rib	7.5	6.5	5.2	6.11	6.22	6	18143
803	ANKLE	ankle	7.5	7.5	5.2	6.89	7.05	6.53	739
804	WOMB	womb	10.5	10.5	5.2	9	9.22	8.89	24832
805	SPINE	spine	8.5	8.5	6.5	7.11	7.22	7	20269
806	BLANKET	blanket	4.5	6.5	3.5	4.61	5	3.89	1980
807	SKILLED	skilled	10.5	10.5	8.5	9	9.22	8.89	19598
808	DRIP (FALL IN GLOBULES)	drip	6.5	6.5	4.5	5.5	6	5	6401
809	TROUSERS	trousers	6.5	7.5	4.5	8.47	8.95	8	22532
81	FATHOM	fathom	12.5	12.5	12.5	11.5	12	11	7721
810	LOCUST	locust	10.5	11.5	8.5	10	10.47	9.89	12446
811	SOUL	soul	10.5	10.5	6.5	8.11	8.37	7.95	20086
812	SLAVE	slave	11.5	10.5	8.5	8.11	8.37	7.89	19672
813	DO	do	5	5	2.5	4	4	4	6188
815	GOVERNMENT	government	12.5	11.5	8.5	9	9.22	8.89	9128
816	HALF	half	6.5	7.5	4.5	5.5	5.5	5	9497
817	THEY	they	5	6.5	3.5	4	4	4	21868
818	WILLOW	willow	9.5	9.5	7.5	8.11	8.47	8	24713
819	STOMACH	stomach	7.5	8.5	4.5	6.37	6.68	5.95	20734
82	ANGER	anger	6.5	7.5	4.5	6	6	5	717
820	LAMB	lamb	5.5	6.5	3.5	6.11	6.33	5.89	11959
821	POPLAR	poplar	11.5	10.5	9.5	11.47	11.95	11	16106
823	SORCERER	sorcerer	9.5	11.5	8.5	9.47	10	9	20071
824	WITCH	witch	7.5	7.5	6.5	6.11	6.33	5.89	24789
825	AWAKE	awaken	9.5	9.5	6.5	8.11	8.5	8	1314
827	ROLL	roll	5.5	6.5	3.5	5.5	6	5	18289
828	RACCOON	raccoon	8.5	9.5	6.5	7.11	7.47	6.95	17060
829	RAFTER	rafter	10.5	10.5	8.5	10.47	10.95	10	17104
83	FORBID	forbid	9.5	10.5	6.5	8.47	8.95	8	8292
830	SOOT	soot	9.5	9.5	7.5	8.47	8.95	8	20060
831	BASE	base	7.5	7.5	5.5	7	7.11	6.89	1548
832	BEAN	bean	5.5	6.5	3.5	5.11	5.22	4.89	1620
833	ENDURE	endure	10.5	11.5	8.5	10.47	10.95	10	6922
834	BUTTOCKS	buttocks	8.5	9.5	5.5	8.5	9	8	2703
835	CHAPTER	chapter	8.5	9.5	7.5	7.11	7.33	7	3151
836	SCREWDRIVER	screwdriver	8.5	8.5	5.5	7.5	7.89	7	18806
837	BLUE	blue	4.5	5	3.5	4	4	4	2114
838	REMAINS	remains	9.5	10.5	7.5	8.68	8.95	8.47	17710
84	JUST	just	5.2	6.5	4.5	6.11	6.22	5.89	11768
842	LIQUOR	liquor	12.5	12.5	8.5	11	11.33	10.89	12362
843	SPIDER	spider	5.2	6.5	4.5	5	5	4	20256
844	KIND (THING)	sort	7.5	7.5	5.2	7	7.11	6.89	20082
845	MURDER	murder	11.5	11.5	8.5	8.11	8.5	8	13806
846	TIGER	tiger	6.5	6.5	4.5	5.11	5.37	4.89	22013
847	THIRSTY	thirsty	6.5	6.5	3.5	5.37	5.68	4.89	21892
848	THIRST	thirst	7.5	8.5	4.5	6	6.11	5	21891
849	SPRING (OF WATER)	fountain	8.5	9.5	6.5	7	7.22	6.89	8435
850	SQUARE	square	6.5	6.5	5	5.5	5.5	5	20412
851	STABLE	stall	7.5	8.5	5.5	7.5	7.89	7	20497
852	PRIEST	priest	9.5	10.5	7.5	7.5	7.89	7	16490
853	ALTAR	altar	11.5	11.5	9.5	9	9.33	8.89	580
854	KETTLE	kettle	7.5	7.5	5.5	8	8.22	7.67	11798
855	SEIZE	seize	10.5	11.5	8.5	10.47	11	10	18965
857	STONE	stone	6.5	6.5	4.5	5.5	6	5	20736
858	STORM	storm	6.5	7.5	4.5	5.37	5.68	4.95	20769
859	STOVE	stove	7.5	7.5	4.5	6	6.11	5	20781
860	CAUSE	cause	8.5	8.5	6.5	7.11	7.33	7	3013
861	JUDGE	judge	9.5	9.5	7.5	7.11	7.5	7	11726
862	SUGAR	sugar	6.5	7.5	4.5	5.11	5.22	4.89	21098
863	EDGE	edge	7.5	8.5	5.2	7	7.11	6.89	6621
864	PUMPKIN	pumpkin	5.5	6.5	4.5	5.11	5.33	4.89	16868
865	FAME	fame	9.5	9.5	8.5	7.11	7.22	7	7643
866	WIN	win	6.5	6.5	4.5	5.11	5.22	4.89	24718
867	GLOVE	glove	6.5	6.5	4.5	5.5	6	5	9017
868	BANANA	banana	5	6.5	3.5	5.11	5.22	4.89	1463
869	BLADE	blade	8.5	8.5	6.5	7.11	7.33	7	1966
870	BREATH	breath	7.5	8.5	4.5	6.11	6.37	5.95	2419
871	RATTLESNAKE	rattlesnake	8.5	9.5	7.5	7.37	7.95	7	17214
873	TAX	tax	9.5	8.5	8.5	9.11	9.22	9	21612
874	CANDY	candy	5	6.5	4.5	4.61	4.95	3.89	2809
875	SHOEMAKER	shoemaker	8.5	9.5	6.5	7.47	7.95	7	19297
876	ARCH	arch	8.5	8.5	7.5	8.11	8.33	8	950
877	MASON	mason	10.5	9.5	8.5	10.47	10.95	10	12889
878	HELL	hell	10.5	9.5	7.5	8.47	8.68	7.95	9810
879	COUGH	cough	7.5	9.5	3.5	5.37	6	4.95	4523
88	BEEHIVE	beehive	8.5	8.5	6.5	7.11	7.37	6.95	1680
880	REPEAT	repeat	7.5	8.5	4.5	6.89	7.05	6.53	17786
881	TAILOR	tailor	8.5	9.5	6.5	9	9.22	8.89	21513
882	PARROT	parrot	6.5	7.5	4.5	6.37	6.68	5.95	15248
883	TERMITE	termite	9.5	9.5	8.5	8.11	8.44	8	21768
884	SHARE	share	6.5	6.5	4.5	5.11	5.22	4.89	19193
885	OPPOSITE	opposite	7.5	8.5	5.5	6.11	6.5	6	14676
886	PARAKEET	parakeet	8.5	9.5	6.5	8.47	8.95	8	15207
887	BITTER	bitter	8.5	8.5	5.5	8.11	8.33	8	1938
888	POISONOUS	poisonous	9.5	10.5	7.5	7.5	8	7	16025
889	FLAME	flame	7.5	7.5	5.5	6.11	6.37	5.95	8044
890	MULE	mule	7.5	7.5	6.5	7.11	7.33	7	13743
891	TIDE	tide	8.5	8.5	6.5	7.11	7.22	7	22004
892	TIME	time	5.2	6.5	3.5	5.11	5.22	4.89	22028
893	TIN (METAL)	tin	6.5	6.5	5.5	6.68	6.95	6.53	22050
894	TOAD	toad	7.5	7.5	6.5	6.11	6.37	5.95	22091
895	TORTOISE	tortoise	8.5	9.5	6.5	8	8.37	7.89	22190
896	ANACONDA (WATER BOA)	anaconda	10.5	10.5	9.5	10.47	10.95	10	666
897	SWALLOW	swallow	8.5	8.5	5	6.11	6.33	5.89	21322
898	TRADE	trade	9.5	9.5	7.5	7.11	7.22	7	22261
899	PRESIDENT	president	8.5	9.5	7.5	6.11	6.22	6	16430
9	ANNOUNCE	announce	9.5	10.5	6.5	9	9.47	8.47	748
90	INNOCENT	innocent	9.5	10.5	6.5	7.5	7.89	7	11101
900	TRAIN	train	4.5	6.5	3.5	5.11	5.22	4.89	22283
901	ADOBE	adobe	12.5	12.5	12.5	11.47	11.95	11	285
902	ADULTERY	adultery	15.5	15.5	14.5	12.5	12.8	12	310
904	BERRY	berry	6.5	6.5	4.5	5.11	5.22	4.89	1774
905	BORING	boring	7.5	8.5	5.2	6.37	6.61	5.95	2267
906	TREE	tree	5	6	3.5	4	4	4	22430
908	DRUM	drum	5.2	5.5	3.5	5.22	5.44	4.89	6435
909	GARBAGE	garbage	7.5	8.5	4.5	6	6.11	5	8743
91	INSOLENT	insolent	11.5	11.5	10.5	12.5	13	12	11171
910	DEATH	death	9.5	9.5	5.2	6	6	5	5122
911	TEMPLE	temple	8.5	9.5	7.5	7.67	7.95	7.47	21718
912	COYOTE	coyote	9.5	10.5	8.5	8.47	8.95	8	4622
913	CROW	crow	7.5	7.5	5.5	6.11	6.22	6	4808
914	SCULPTOR	sculptor	10.5	10.5	8.5	9.33	9.67	9	18845
915	SINK (BASIN)	washbasin	8.5	9.5	6.5	9.47	9.89	9	24378
916	LINEN	linen	9.5	10.5	8.5	9.11	9.44	9	12327
917	ORNAMENT	ornament	8.5	9.5	6.5	6.5	7	6	14759
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	8.5	8.5	5.5	7.11	7.33	6.89	20319
920	GRAPE	grape	5.2	6.5	3.5	5	5.11	4.89	9192
921	VALLEY	valley	8.5	8.5	5.2	7.11	7.33	7	23970
922	PEAR	pear	6.5	6.5	4.5	6.11	6.22	5.89	15395
923	LOVE	love	6.5	6.5	4.5	5.11	5.22	4.89	12540
924	VEGETABLES	vegetable	6.5	8.5	4.5	5.11	5.33	4.89	24029
926	RICE	rice	5.5	6.5	3.5	5.5	5.67	4.89	18148
928	EMBRACE	hug	5	5	3.5	4.61	4.95	3.89	10202
930	VILLAGE	village	8.5	9.5	6.5	8.11	8.33	8	24152
932	BARLEY	barley	10.5	10.5	8.5	10.47	10.95	10	1528
933	WALL (OF HOUSE)	wall	5.5	6.5	3.5	4.5	5	4	24320
934	BUFFALO	buffalo	9.5	9.5	6.5	7.11	7.44	7	2575
935	WAR	war	8.5	8.5	6.5	6.11	6.22	6	24337
936	STALLION	stallion	10.5	10.5	8.5	9.47	10	9	20499
937	BIRD	bird	5	5.5	3.5	4.37	4.68	3.89	1905
938	MARE	mare	8.5	9.5	6.5	9.47	9.95	9	12825
940	STRAIN	strain	10.5	10.5	8.5	9.47	10	9	20795
941	MEAD	mead	14.5	14.5	12.5	12.5	13	12	12972
942	HONEY	honey	6.5	7.5	4.5	5.11	5.22	4.89	10056
943	WATERFALL	waterfall	7.5	8.5	6.5	7.11	7.37	6.95	24415
944	SALMON	salmon	9.5	10.5	6.5	9	9.22	8.89	18518
945	SPEAR	spear	9.5	8.5	7.5	7.68	7.95	7.47	20183
946	BLOOD	blood	7.5	8.5	4.5	6	6.11	5	2068
947	STREAM	stream	7.5	8.5	5.5	7.11	7.37	6.95	20829
948	WATER	water	5	5	1.5	4.11	4.22	3.89	24409
950	SEAGULL	seagull	7.5	8.5	5.5	7.37	7.95	7	18860
951	WEAPONS	weapon	9.5	10.5	6.5	7.11	7.37	6.95	24464
952	WEATHER	weather	6.5	8.5	4.5	5.37	5.68	4.95	24475
953	RAPE	rape				12.11	12.22	12	17171
954	WELL	well	5.2	6.5	3.5	5	5	5	24540
955	GREASY	greasy	8.5	9.5	6.5	7.47	7.95	7	9243
956	FLEE	flee	9.5	9.5	7.5	8.11	8.47	8	8108
957	WHALE	whale	6.5	7.5	5.2	6.11	6.22	5.95	24565
958	WILD ANIMAL	beast	7.5	8.5	6.5	7.11	7.37	6.95	1633
96	CRAWL	crawl	5.2	5.5	2.5	4.61	5	3.89	4673
960	WIND	wind	6.5	7.5	3.5	5.5	6	5	24721
961	PEBBLES	pebble	7.5	8.5	5.2	6.5	6.89	6	15399
962	WOMAN	woman	6.5	7.5	4.5	5.37	5.68	4.89	24826
963	BOOK	book	5	5.5	3.5	4	4	4	2218
964	WOOL	wool	6.5	7.5	4.5	6.68	6.95	6.47	24867
965	WORLD	world	7.5	8.5	4.5	6.11	6.22	5.95	24906
966	BRAKE	brake	8.5	8.5	6.5	7.11	7.5	7	2365
967	YEAST	yeast	10.5	10.5	8.5	9.33	9.67	9	25008
968	ACORN	acorn	7.5	7.5	5.5	6.5	6.67	6	174
969	CIGARETTE	cigarette	11.5	12.5	10.5	8.11	8.47	7.89	3393
97	THROUGH	through	8.5	9.5	5.2	7.11	7.47	6.95	21951
970	COCONUT	coconut	8.5	8.5	6.5	7.11	7.37	6.95	3652
971	MUST	must	6.5	6.5	3.5	5.11	5.22	5	13837
972	BE ABLE	can	4.5	5	2.5	4.11	4.22	3.89	2792
973	NOODLE	noodles	6.5	7.5	4.5	5.37	5.68	4.89	14310
974	TOBACCO	tobacco	12.5	11.5	8.5	10	10.22	9.89	22096
975	SPINACH	spinach	7.5	8.5	4.5	6.47	7	5.95	20266
976	WEAR	wear	6.5	7.5	3.5	5.5	6	5	24467
977	ARROW	arrow	6.5	7.5	5.5	6.37	6.68	5.95	1025
978	WAVE	wave	6.5	6.5	3.5	5.5	5.5	5	24438
979	FARMER	farmer	6.5	6.5	4.5	6	6.11	5.89	7679
98	ALL	all	4.5	5	2.5	4	4	4	529
980	HEEL	heel	7.5	7.5	4.5	6.11	6.5	5.89	9794
981	ELBOW	elbow	6.5	6.5	3.5	6	6	5	6698
983	CONVICT	convict	11.5	11.5	9.5	10	10.22	9.89	4382
984	WORK (LABOUR)	work	6.5	7.5	3.5	5.5	6	5	24879
985	VINEGAR	vinegar	9.5	10.5	7.5	8.37	8.68	8	24162
986	TOMATO	tomato	6.5	6.5	4.5	5.5	5.95	4.89	22124
987	REMAIN	remain	8.5	9.5	6.5	8.11	8.37	8	17707
989	CLEAR	clear	7.5	7.5	4.5	6.11	6.22	5.89	3499
99	HUNCHBACK	hunchback	10.5	10.5	8.5	9.47	10	9	10255
990	CREEK (TIDAL)	creek	8.5	8.5	6.5	7.11	7.22	7	4712
991	FRY	fry	7.5	7.5	4.5	5.5	6	5	8618
992	CLIFF	cliff	7.5	8.5	5.2	7.11	7.37	7	3525
994	BOW	bow	6.5	7.5	4.5	6.11	6.33	5.89	2315
995	QUIVER (FOR ARROWS)	quiver	9.5	10.5	8.5	10.47	10.95	10	17046
996	DEAF	deaf	8.5	8.5	5.5	7.11	7.37	6.95	5109
998	PUT	put	5.2	5	2.5	4	4	4	16937
999	JOINT	joint	8.5	9.5	6.5	9.47	9.95	9	11691
