ID,ENG 1,ENG 2,PoS,ARA 1,ARA 2,CMN 1,CMN 2,CYM 1,CYM 2,EST 1,EST 2,FIN 1,FIN 2,FRA 1,FRA 2,HEB 1,HEB 2,POL 1,POL 2,RUS 1,RUS 2,SPA 1,SPA 2,SWA 1,SWA 2,YUE 1,YUE 2,scores 1,scores 2,translation 1,translation 2
893,girl,maid,nouns,فتاة,خادمة,女孩,女佣,merch,morwyn,tüdruk,teenijanna,tyttö,palvelustyttö,fille,bonne,נערה,עוזרת,dziewczyna,dziewczę,девочка,дева,niña,mucama,msichana,mfanyakazi wa nyumbani,女孩,女傭,girl,maid,girl,maid
894,phrase,word,nouns,عبارة,كلمة,习语,字,ymadrodd,gair,väljend,sõna,fraasi,sana,syntagme,mot,ביטוי,מילה,fraza,słowo,фраза,слово,frase,palabra,sentensi,neno,習語,字,phrase,word,phrase,word
895,dog,horse,nouns,كلب,حصان,狗,马,ci,ceffyl,koer,hobune,koira,hevonen,chien,cheval,כלב,סוס,pies,koń,собака,лошадь,perro,caballo,mbwa,farasi,狗,馬,dog,horse,dog,horse
896,screen,monitor,nouns,شاشة,شاشة حاسوب,萤幕,监控,sgrîn,monitor,ekraan,monitor,näyttö,monitori,écran,moniteur,מסך,מוניטור,ekran,monitor,экран,монитор,pantalla,monitor,simamia,skrini,螢幕,監控,screen,monitor,screen,monitor
897,government,lizard,nouns,حكومة,سحليّة,政府,蜥蜴,llywodraeth,madfall,valitsus,sisalik,hallitus,lisko,gouvernement,lézard,ממשלה,לטאה,rząd,jaszczurka,правительство,ящерица,gobierno,lagartija,mjusi,serikali,政府,蜥蜴,government,lizard,government,lizard
898,weekend,week,nouns,نهاية الاسبوع,اسبوع,周末,星期,penwythnos,wythnos,nädalavahetus,nädal,viikonloppu,viikko,week-end,semaine,סוף שבוע,שבוע,weekend,tydzień,выходной,неделя,fin de semana,semana,wikendi,wiki,週末,星期,weekend,week,weekend,week
899,despair,misery,nouns,يأس,بؤس,绝望,苦难,anobaith,trallod,meeleheide,kannatused,epätoivo,kurjuus,désespoir,misère,ייאוש,אומללות,rozpacz,nędza,отчаяние,бедствование,desesperación,miseria,ukiwa,taabu,絕望,苦難,despair,misery,despair,misery
900,multiplication,division,nouns,ضرب,قسمة ,乘法,除法,lluosiad,rhaniad,korrutamine,jagamine,kertolasku,jakolasku,multiplication,division,כפל,חילוק,mnożenie,dzielenie,умножение,деление,multiplicación,división,mgawanyiko,zidisha,乘法,除法,multiplication,division,multiplication,division
901,piano,harmony,nouns,بيانو,انسجام,钢琴,和声,piano,harmoni,klaver,harmoonia,piano,harmonia,piano,harmonie,פסנתר,הרמוניה,pianino,harmonia,пианино,гармония,piano,armonía,umoja,kinanda,鋼琴,和聲,piano,harmony,piano,harmony
902,gut,nerve,nouns,أمعاء,عصب,肠子,神经,perfedd,nerf,soolikas,närv,suoli,hermo,intestin,nerf,מעי,עצב,trzewia,nerw,мужество,хладнокровие,intestino,nervio,matumbo,neva,腸子,神經,gut,nerve,gut,nerve
903,sun,sky,nouns,شمس,سماء,阳光,天空,haul,awyr,päike,taevas,aurinko,taivas,soleil,ciel,שמש,שמיים,słońce,niebo,солнце,небо,sol,cielo,jua,anga,陽光,天空,sun,sky,sun,sky
904,doctor,professor,nouns,طبيب,أستاذ,医生,教授,meddyg,athro,doktor,professor,tohtori,professori,médecin,professeur,דוקטור,פרופסור,doktor,profesor,доктор,профессор,médico,profesor,daktari,profesa,醫生,教授,doctor,professor,doctor,professor
905,philosopher,racing,nouns,فيلسوف,سباق,哲学家,赛跑,athronydd,rasio,filosoof,võidusõit,filosofi,kilpaileminen,philosophe,course,פילוסוף,מרוץ,filozof,wyścigi,философ,разгон,filósofo,carreras,mbio,mphilisophia,哲學家,賽跑,philosopher,racing,philosopher,racing
906,arm,knee,nouns,ذراع,ركبة,手臂,膝盖,braich,pen-glin,käsi,põlv,käsivarsi,polvi,bras,genou,זרוע,ברך,ramię,kolano,рука,колено,brazo,rodilla,mkono,goti,手臂,膝蓋,arm,knee,arm,knee
907,administration,management,nouns,ادارة,تدبير,行政管理,管理,gweinyddiaeth,rheolaeth,administratsioon,juhtkond,hallinto,johtokunta,administration,gestion,מנהלה,הנהלה,administracja,kierownictwo,руководство,управление,administración,gestión,utawala,menejimenti,管理,行政管理,administration,management,administration,management
908,palace,skyscraper,nouns,قصر,ناطحة سحّاب,宫殿,摩天大楼,palas,nendwr,palee,pilvelõhkuja,palatsi,pilvenpiirtäjä,palais,gratte-ciel,ארמון,גורד שחקים,pałac,wieżowiec,дворец,небоскреб,palacio,rascacielos,maghorofa,jumba la kubwa,宮殿,高樓大廈,palace,skyscraper,palace,skyscraper
909,ankle,window,nouns,كاحل,شبّاك,踝,窗口,ffêr,ffenestr,pahkluu,aken,nilkka,ikkuna,cheville,fenêtre,קרסול,חלון,kostka,okno,лодыжка,окно,tobillo,ventana,kifundo cha mguu,dirisha,踝,窗口,ankle,window,ankle,window
910,stomach,vein,nouns,معدة,وريد,肚子,静脉,stumog,gwythïen,kõht,veen,vatsa,laskimo,estomac,veine,בטן,וריד,żołądek,żyła,желудок,вена,estómago,vena,tumbo,mshipa,肚,靜脈,stomach,vein,stomach,vein
911,page,paragraph,nouns,صفحة,فقرة,页,段,tudalen,paragraff,lehekülg,lõik,sivu,kohta,page,paragraphe,עמוד,פסקה,strona,akapit,страница,абзац,página,párrafo,ukurasa,aya,頁,段,page,paragraph,page,paragraph
912,senate,constitution,nouns,مجلس الشيوخ,دستور,参议院,宪法,senedd,cyfansoddiad,senat,põhiseadus,senaatti,perustuslaki,sénat,constitution,סנט,חוקה,senat,konstytucja,сенат,конституция,senado,constitución,katiba,seneti,參議院,憲法,senate,constitution,senate,constitution
913,top,side,nouns,أعلى,جانب,顶,侧面,top,ochr,tipp,külg,huippu,kylki,haut,côté,פסגה,צד,wierzch,bok,верх,бок,parte superior,lado,juu,upande,頂,側面,top,side,top,side
914,beach,seashore,nouns,شاطئ,ساحل البحر,沙滩,海滨,traeth,glan y môr,rand,kallas,ranta,merenranta,plage,rivage,גדה,חוף,plaża,brzeg morski,пляж,побережье,playa,orilla,ufuko,ukingo wa bahari,沙灘,海滨,beach,seashore,beach,seashore
915,car,carriage,nouns,سيارة,عربة,汽车,运输,car,cerbyd,auto,tõld,auto,vaunut,voiture,calèche,מכונית,כרכרה,samochód,powóz,автомобиль,карета,coche,carro,gari,gari la farasi,汽車,運輸,car,carriage,car,carriage
916,compass,elephant,nouns,بوصلة,فيل,罗盘,大象,cwmpawd,eliffant,compass,elevant,kompassi,elefantti,boussole,éléphant,מצפן,פיל,kompas,słoń,компас,слон,Brújula,elefante,ndovu,dira,指南針,大象,compass,elephant,compass,elephant
917,tank,car,nouns,خزّان,سيارة,坦克,汽车,tanc,car,tank,auto,tankki,auto,réservoir,voiture,טנק,מכונית,czołg,samochód,танк,машина,tanque,coche,gari,tenki,坦克,汽車,tank,car,tank,car
918,sunset,table,nouns,غروب,طاولة,日落,表,machlud haul,bwrdd,päikeseloojang,laud,auringonlasku,pöytä,coucher de soleil,table,שקיעה,שולחן,zachód słońca,stół,закат,стол,puesta de sol,mesa,meza,machweo,日落,表,sunset,table,sunset,table
919,boundary,border,nouns,طرف,حد,分界线,国境,terfyn,ffin,piire,piir,rajaviiva,raja,frontière,limite,תחום,גבול,odgraniczenie,granica,рубеж,граница,límite,frontera,mpaka,ukingo,分界線,國境,boundary,border,boundary,border
920,wood,blanket,nouns,خشب,بطانيّة,木,毯,pren,blanced,puit,tekk,puumateriaali,peitto,bois,couverture,עץ,שמיכה,drewno,koc,дерево,одеяло,madera,manta,blanketi,mbao,木,毯,wood,blanket,wood,blanket
921,shirt,cardigan,nouns,قميص,سترة محبوكة,衬衣,开襟毛衣,crys,cardigan,särk,kampsun,paita,neuletakki,chemise,cardigan,חולצה,קרדיגן,koszula,kardigan,рубашка,кардиган,camisa,cárdigan,fulana,shati,衫,開襟衫,shirt,cardigan,shirt,cardigan
922,menu,order,nouns,قائمة طعام,طلب,菜单,点菜,bwydlen,trefn,menüü,tellimus,ruokalista,järjestys,menu,commande,תפריט,הזמנה,menu,zamówienie,меню,заказ,menú,orden,menyu,agizo,菜單,點菜,menu,order,menu,order
923,chief,mayor,nouns,رئيس,عمدة,首领,市长,pennaeth,maer,pealik,linnapea,päällikkö,pormestari,chef,maire,מנהיג,ראש,przewodniczący,burmistrz,глава,мэр,jefe,alcalde,mkuu,meya,首領,市長,chief,mayor,chief,mayor
924,actor,singer,nouns,ممثّل,مغنّي,演员,歌手,actor,canwr,näitleja,laulja,näyttelijä,laulaja,acteur,chanteur,שחקן,זמר,aktor,piosenkarz,актер,певец,actor,cantante,mchezaji,mwimbaji,演員,歌手,actor,singer,actor,singer
925,strength,capability,nouns,قوة,قدرة,力量,能力,nerth,gallu,tugevus,võimekus,vahvuus,valmiudet,force,aptitude,כוח,יכולת,siła,zdolność,сила,способность,fuerza,capacidad,nguvu,uwezo,力量,能力,strength,capability,strength,capability
926,medal,trainers,nouns,ميدالية,مدرّبون,奖章,运动鞋,medal,hyfforddwyr,medal,tossud,mitali,lenkkikengät,médaille,basket,מדליה,מאמנים,medal,adidasy,медаль,тренери,medalla,zapatillas,wakufunzi,medali,獎章,運動鞋,medal,trainers,medal,trainers
927,freedom,oasis,nouns,حريّة,واحه,自由,绿洲,rhyddid,gwerddon,vabadus,oaas,vapaus,keidas,liberté,oasis,חופש,נווה מדבר,wolność,oaza,свобода,оазис,libertad,oasis,oasisi,uhuru,自由,綠洲,freedom,oasis,freedom,oasis
928,pointer,slide,nouns,مؤشّر,شريحة ,光标,幻灯片,pwyntydd,sleid,osuti,slaid,osoitin,dia,pointeur,transparent,מצביע,שקופית,wskaźnik,slajd,указатель,слайд,puntero,diapositiva,teleza,kionyeshi,光標,幻灯片,pointer,slide,pointer,slide
929,tunnel,path,nouns,نفق,مسار,隧道,路径,twnnel,llwybr,tunnel,rada,tunneli,polku,tunnel,chemin,מנהרה,שביל,tunel,ścieżka,тоннель,дорожка,túnel,camino,njia,shimo,隧道,路徑,tunnel,path,tunnel,path
930,cube,toy,nouns,مكعّب,لعبة,立方体,玩具,ciwb,tegan,kuup,mänguasi,kuutio,lelu,cube,jouet,קובייה,צעצוע,sześcian,zabawka,куб,игрушка,cubo,juguete,kichezeo,mchemraba,立方體,玩具,cube,toy,cube,toy
931,rat,mouse,nouns,جرذ,فأر,鼠,老鼠,llygoden fawr,llygoden,rott,hiir,rotta,hiiri,rat,souris,חולדה,עכבר,szczur,mysz,крыса,мышь,rata,ratón,ndezi,panya,鼠,老鼠,rat,mouse,rat,mouse
932,church,cathedral,nouns,كنيسة,كاتدرائية,教堂,大教堂,eglwys,eglwys gadeiriol,kirik,katedraal,kirkko,katedraali,église,cathédrale,כנסייה,קתדרלה,kościół,katedra,церковь,собор,Iglesia,catedral,kanisa kuu,kanisa,教堂,大教堂,church,cathedral,church,cathedral
933,beer,alcohol,nouns,جعة,كحول,啤酒,酒,cwrw,alcohol,õlu,alkohol,olut,alkoholi,bière,alcool,בירה,אלכוהול,piwo,alkohol,пиво,алкоголь,cerveza,alcohol,bia,kileo,啤酒,酒,beer,alcohol,beer,alcohol
934,director,boss,nouns,مخرج,زعيم,董事,老板,cyfarwyddwr,bòs,direktor,boss,ohjaaja,pomo,réalisateur,patron,מנהל,בוס,dyrektor,szef,директор,босс,director,jefe,bosi,mkurugenzi,董事,老闆,director,boss,director,boss
935,malware,worm,nouns,برمجيات الخبيثة,دودة حاسوب,恶意软件,蠕虫,malware,mwydyn,pahavara,uss,haittaohjelma,mato,logiciel malveillant,virus,נוזקה,תולעת,żłośliwe oprogramowanie,robak,вредоносные программы,червяк,código malicioso,gusano,mnyoo,programu hatarishi,惡意軟件,蠕蟲,malware,worm,malware,worm
936,absence,presence,nouns,غياب,حضور,缺席,在场,absenoldeb,presenoldeb,puudumine,kohalolek,poissaolo,läsnäolo,absence,présence,היעדרות,נוכחות,nieobecność,obecność,отсутствие,пристуствие,ausencia,presencia,kutokuwepo,kuwepo,缺席,在场,absence,presence,absence,presence
937,foot,head,nouns,قدم,رأس,脚,头,troed,pen,jalg,pea,jalkaterä,pää,pied,tête,רגל,ראש,stopa,głowa,ступня,голова,pie,cabeza,mguu,kichwa,腳,頭,foot,head,foot,head
938,mathematician,show,nouns,رياضياتي,تبيّن,数学家,节目,mathemategydd,sioe,matemaatik,etendus,matemaatikko,näytös,mathématicien,spectacle,מתמטיקאי,הצגה,matematyk,widowisko,математик,показ,matemático,show,onyesha,mwanamahesabu,數學家,節目,mathematician,show,mathematician,show
939,era,decade,nouns,عصر,عقد,时代,十,cyfnod,degawd,ajastu,kümnend,aikakausi,vuosikymmen,ère,décennie,עידן,עשור,era,dekada,эпоха,десятилетие,era,década,enzi,miaka kumi,時代,十,era,decade,era,decade
940,music,melody,nouns,موسيقى,لحن,音乐,旋律,cerddoriaeth,alaw,muusika,meloodia,musiikki,melodia,musique,mélodie,מוסיקה,מנגינה,muzyka,melodia,музыка,мелодия,música,melodía,muziki,tuni,音樂,旋律,music,melody,music,melody
941,century,year,nouns,قرن,سنة,世纪,年,canrif,flwyddyn,sajand,aasta,vuosisata,vuosi,siècle,année,מאה,שנה,stulecie,rok,век,год,siglo,año,mwaka,muongo,世紀,年,century,year,century,year
942,elbow,ankle,nouns,كوع,كاحل,肘,踝,penelin,ffêr,küünarnukk,pahkluu,kyynärpää,nilkka,coude,cheville,מרפק,קרסול,łokieć,kostka,локоть,лодыжка,codo,tobillo,kiwiko,kifundo cha mguu,肘,踝,elbow,ankle,elbow,ankle
943,letter,paragraph,nouns,رسالة,فقرة,信,段,llythyr,paragraff,täht,lõik,kirje,kohta,lettre,paragraphe,מכתב,פסקה,list,akapit,письмо,абзац,carta,párrafo,herufi,aya,信,段,letter,paragraph,letter,paragraph
944,body,nerve,nouns,جسم,عصب,身体,神经,corff,nerf,keha,närv,vartalo,hermo,corps,nerf,גוף,עצב,ciało,nerw,тело,нерв,cuerpo,nervio,mwili,neva,身體,神經,body,nerve,body,nerve
945,sand,foot,nouns,رمل,قدم,沙子,脚,tywod,troed,liiv,jalg,hiekka,jalkaterä,sable,pied,חול,רגל,piasek,stopa,песок,ступня,arena,pie,mguu,mchanga,沙漠,腳,sand,foot,sand,foot
946,anarchy,chaos,nouns,فوضى سياسية,فوضى,无政府,混乱,anarchiaeth,anhrefn,anarhia,kaos,anarkia,kaaos,anarchie,chaos,אנרכיה,כאוס,anarchia,chaos,анархия,хаос,anarquía,caos,mchafuko,vurugu,無政府,混亂,anarchy,chaos,anarchy,chaos
947,ballad,song,nouns,بالاد ,اغنية,歌谣,歌曲,baled,cân,ballaad,laul,balladi,laulu,ballade,chanson,בלדה,שיר,ballada,piosenka ,баллада,песня,balada,canción,tuni,wimbo,歌謠,歌曲,ballad,song,ballad,song
948,boy,son,nouns,صبي,إبن,男孩子,儿子,bachgen,mab,poiss,poeg,poika,jonkun poika,garçon,fils,ילד,בן,chłopiec,syn,мальчик,сын,niño,hijo,mvulana,mtoto wa kiume,男孩子,兒子,boy,son,boy,son
949,cop,copilot,nouns,شرطي,مساعد طيّار,警察,副驾驶,plisman,cyd-beilot,võmm,kaaspiloot,kyttä,lentoperämies,flic,copilote,שוטר,טייס,glina,drugi pilot,полицейский,штурман,policía,copiloto,rubani msaidizi,polisi,警察,副駕駛,cop,copilot,cop,copilot
950,sunset,sunrise,nouns,غروب الشمس,شروق الشمس,日落,日出,machlud haul,codiad haul,päikeseloojang,päikesetõus,auringonlasku,auringonnousu,coucher de soleil,lever de soleil,שקיעה,זריחה,zachód słońca,wschód słońca,закат,рассвет,puesta de sol,amanecer,machweo,macheo,日落,日出,sunset,sunrise,sunset,sunrise
951,toe,finger,nouns,إصبع قدم,اصبع اليد,脚趾,手指,blaen,bys,varvas,sõrm,varvas,sormi,orteil,doigt,בוהן,אצבע,palec (u nogi),palec,палец,палец,dedo del pie,dedo,kidole cha mguu,kidole cha mkono,腳趾,手指,toe,finger,toe,finger
952,adult,guardian,nouns,بالغ,ولي الأمر,成年人,监护人,oedolyn,gwarcheidwad,täiskasvanu,eestkostja,aikuinen,huoltaja,adulte,tuteur,מבוגר,שומר,dorosły,opiekun,взрослый,опекун,adulto,guardián,mtu mzima,mlezi,成人,監護人,adult,guardian,adult,guardian
953,infinity,zero,nouns,ما لا نهاية,صفر,无穷,零,anfeidredd,sero,lõpmatus,,ikuisuus,nolla,infini,zéro,אינסוף,אפס,nieskończoność,zero,бесконечность,ноль,infinito,cero,sufuri,usio na mwisho,無窮,零,infinity,zero,infinity,zero
954,car,factory,nouns,سيارة,مصنع,汽车,厂,car,ffatri,auto,tehas,auto,tehdas,voiture,usine,מכונית,מפעל,samochód,fabryka,автомобиль,завод,coche,fábrica,gari,kiwanda,汽車,廠,car,factory,car,factory
955,cabin,hut,nouns,قمرة,كوخ,舱,棚屋,caban,cwt,metsamajake,hütt,kämppä,maja,cabine,cabane,ביתן,צריף,domek,chatka,домик,хижина,cabina,choza,kibanda,katoni,艙,棚屋,cabin,hut,cabin,hut
956,telescope,chair,nouns,مرصد,كرسي,望远镜,椅子,telesgop,cadair,teleskoop,tool,teleskooppi,tuoli,télescope,chaise,טלסקופ,כיסא,teleskop,krzesło,телескоп,стул,telescopio,silla,kiti,darubini,望遠鏡,椅子,telescope,chair,telescope,chair
957,schemer,strategist,nouns,مخطط,استراتيجي,阴谋家,策略家,cynllwyniwr,strategydd,skeemitaja,strateeg,juonittelija,strategi,conspirateur,stratège,תחבולן,אסטרטג,intrygant,strateg,комбинатор,стратег,intrigante,estratega,mkakati,mweka mipango,陰謀家,策略家,schemer,strategist,schemer,strategist
958,car,truck,nouns,سيارة,حافلة,汽车,货车,car,lori,auto,veok,auto,kuorma-auto,voiture,camion,מכונית,משאית,samochód,ciężarówka,автомобиль,грузовик,coche,camión,lori,gari,汽車,貨車,car,truck,car,truck
959,violin,instrument,nouns,كمان,الة موسيقية,小提琴,乐器,ffidil,offeryn,viiul,instrument,viulu,soitin,violon,instrument,כינור,כלי,skrzypce,instrument,скрипка,инструмент,violín,instrumento,zeze,chombo,小提琴,樂器,violin,instrument,violin,instrument
960,floor,deck,nouns,أرضيّة,ظهر السفينة,地板,甲板,llawr,dec,põrand,tekk,lattia,kansi,sol,terrasse,קומה,סיפון,podłoga,pokład,пол,палуба,piso,cubierta,sakafu,sitaha,地板,甲板,floor,deck,floor,deck
961,code,symbol,nouns,شفرة,رمز,代码,符号,cod,symbol,kood,sümbol,koodi,symboli,code,symbole,קוד,סמל,kod,symbol,код,символ,código,símbolo,msimbo,alama,密碼,符號,code,symbol,code,symbol
962,headword,syntax,nouns,معجم,علم النحو,首词,句法,prif air,cystrawen,märksõna,süntaks,hakusana,syntaksi,mot-clé,syntaxe,מילת מפתח,תחביר,hasło,składnia,заглавное слово,синтаксис,palabra principal,sintaxis,sintaksia,nenokuu,首詞,句法,headword,syntax,headword,syntax
