NUMBER	GLOSS	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT MATTIS	Comment Kristina	Comment Mei-Shin	Comments Tiago	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
313	booth	booth	nouns							462:1 625:1	box telephone	2	2	小亭	cabine	будка	cabina	0.0 0.0	2.0 1.5	4.2 0.9	1.2 1.2	1.1538461538461544 0.8032051282051281
319	borrower	borrower	nouns							810:1	credit	1	1	借款人	emprunteur	заёмщик	prestatario	0.8181818182	2	1.9	2.4	1.266550117
329	bowler	bowler	nouns							34:1	bowling	1	1	保龄球选手	lanceur	игрок в боулинг	jugador de bolos	1.090909091	1.6	1.9	2.1	1.797668998
330	bowling	bowling	nouns							34:0	bowler	1	1	保龄	bowling	боулинг	bolos	1.090909091	1.6	1.9	2.1	1.797668998
340	brainstorming	brainstorming	nouns							328:0	telescope	1	1	头脑风暴	cogitation	мозговой штурм	reunión creativa	0	0.1	0	0	0.01590909091
342	brandy	brandy	nouns							92:1	wine	1	2	白兰地	brandy	бренди	brandy	2.727272727	3.7	1.3	1.6	2.116142191
343	brandy	brandy	nouns							517:1	alcohol	1	2	白兰地酒	cognac	бренди	brandy	3.636363636	3.6	2.2	1.8	2.713111888
354	brightly	brightly	adverbs							1783:0 1841:0	lightly greatly	2	2	明亮地	brillamment	ярко	brillantemente	0.0 0.0	0.6 2.9	0.0 1.2	0.0 0.3	0.41054778554778526 0.953205128205128
355	brightness	brightness	nouns							90:1	star	1	1	明亮	intensité	яркость	brillo	0.2727272727	1.3	1.4	2.7	1.452797203
359	bronchitis	bronchitis	nouns							809:0	acetaminophen	1	1	支气管炎	bronchite	бронхит	bronquitis	0.1818181818	1.5	0.8	0.8	0.5798951049
363	brow	brow	nouns	1173	EYEBROW					359:0	eye	1	1	眉头	sourcil	бровь	frente	0.5454545455	2.5	0.8	0.5	0.9703962704
365	buckler	buckler	nouns							651:1	shield	1	1	小圆盾	armure	защита	rodela	0.2727272727	3.7	2.7	1.5	1.973543124
366	buddy	buddy	nouns							332:0 849:1	companion friend	2	2	伙伴	copain	приятель	compañero	2.727272727272727 4.0	5.3 5.6	1.9 3.9	4.3 3.8	3.758449883449883 4.391317016317015
373	burial	burial	nouns							497:1	death	1	1	葬礼	enterrement	погребение	entierro	0.4545454545	3.4	1.4	1.5	1.780244755
386	cab	cab	nouns							18:1	car	1	3	出租车	taxi	такси	taxi	3.454545455	4	2.8	3.8	3.24020979
387	cab	cab	nouns							124:0	bus	1	3	出租车	taxi	таксомотор	taxi	2.090909091	3.1	0.8	2	1.809440559
388	cab	cab	nouns							814:1	taxi	1	3	出租车	tacot	таксомотор	coche	5.909090909	4.8	3.5	3.1	4.82511655
389	cabin	cabin	nouns							576:1	cottage	1	3	小木屋	hutte	домик	cabina	2.727272727	3.3	4.6	1.5	3.465384615
390	cabin	cabin	nouns							733:1	camp	1	3	舱	chalet	домик	cabina	0.1818181818	1.3	1.2	1	0.8031468531
391	cabin	cabin	nouns							955:0	hut	1	3	舱	cabine	домик	cabina	0.4545454545	1.9	3	1.3	2.526223776
392	cable	cable	nouns							140:1 985:1	chapel wizard	2	2	电缆	câble	кабель	cable	0.0 0.0	0.1 0.0	0.0 0.0	0.0 0.0	0.016666666666666666 0.024999999999999998
393	cadence	cadence	nouns							538:1	rhythm	1	1	韵律	cadence	каденция	cadencia	4	5.8	0.3	2.4	2.437179487
397	caliber	caliber	nouns							794:0	umbrella	1	1	品质	calibre	калибр	calibre	0.09090909091	0.1	0	0.2	0.09090909091
399	calmly	calmly	adverbs							1797:0 1831:1 1882:0	firmly subtly peacefully	3	3	冷静地	calmement	спокойно	tranquilamente	0.36363636363636365 0.5454545454545454 2.909090909090909	1.0 1.6 4.6	0.5 0.0 4.8	0.8 1.8 3.9	0.6081002331002331 1.2276223776223778 4.007459207459208
400	cameo	cameo	nouns							658:0	performance	1	1	客串角色	saynète	камея	camafeo	0.09090909091	3.5	0	0	0.947960373
404	campaign	campaign	nouns							867:0	monkey	1	1	参加竞选	campagne	кампания	Campaña	0	0.1	0	0.1	0.04015151515
405	campus	campus	nouns							1002:0	university	1	1	校园	campus	кампус	campus	2.818181818	4.6	1.5	3.6	2.390151515
407	cancer	cancer	nouns							387:0	sickness	1	1	癌症	cancer	рак	cáncer	3.909090909	4.2	1.7	2.9	2.86532634
408	candidate	candidate	nouns							31:1	winner	1	1	候选人	candidat	кандидат	candidato	2.181818182	2.6	0.8	1.7	1.247435897
412	canyon	canyon	nouns							211:0	valley	1	1	峡谷	canyon	ущелье	cañón	4.090909091	4.2	1.3	2.1	3.250058275
413	capability	capability	nouns							84:0 925:1	competence strength	2	2	能力	aptitude	способность	capacidad	5.090909090909091 2.909090909090909	6.0 3.4	2.7 1.2	3.0 2.9	4.2183566433566435 2.5832167832167836
414	capacitor	capacitor	nouns							176:0	diode	1	1	电容器	condensateur	конденсатор	condensador	0.3636363636	1.9	1.4	2.1	1.387412587
415	capital	capital	nouns							870:1	money	1	1	资本	capital	капитал	capital	3.545454545	4.5	4.1	4.3	3.345804196
416	captain	captain	nouns							380:0	sailor	1	1	队长	capitaine	капитан	capitán	0.09090909091	3.4	1.7	1.5	1.969289044
417	capture	capture	verbs							1725:0 1741:0	imitate catch	2	2	捕获	capturer	захватить	capturar	0.0 3.909090909090909	0.5 5.7	0.0 2.1	0.4 3.3	0.2108974358974359 3.9636363636363643
421	carbohydrate	carbohydrate	nouns							455:1	sucrose	1	1	糖类	glucide	углевод	carbohidrato	3.363636364	4.8	1.9	1.8	2.400058275
422	carbon	carbon	nouns							193:1	atom	1	1	碳	carbone	углерод	carbón	0.4545454545	3.1	1.6	1.3	1.36958042
424	cardboard	cardboard	nouns							178:1	paper	1	1	硬纸板	carton	картон	cartulina	3	4.1	2.8	3.5	2.886480186
425	cardigan	cardigan	nouns							921:1	shirt	1	1	开襟毛衣	cardigan	кардиган	cárdigan	1.363636364	3	0.7	1.2	1.607983683
426	care	care	nouns							37:0	caution	1	1	注意	soin	забота	cuidado	3.363636364	5	1.8	5.7	3.129137529
427	carefully	carefully	adverbs							1790:1 1820:0 1849:0	dangerously securely cautiously	3	3	小心地	soigneusement	внимательно	cuidadosamente	0.36363636363636365 2.5454545454545454 4.454545454545454	0.8 1.6 3.3	0.2 0.3 2.5	0.3 3.9 4.5	0.27878787878787886 2.6727855477855478 4.079254079254079
435	cash	cash	nouns							358:1	money	1	1	现金	liquide	наличные	efectivo	4.090909091	3.9	4	4.5	4.392074592
439	catastrophe	catastrophe	nouns							150:1	accident	1	2	大灾难	catastrophe	бедствие	catástrofe	3	4.8	3.7	3.4	3.630244755
440	catastrophe	catastrophe	nouns							426:1	death	1	2	灾难	catastrophe	бедствие	catástrofe	2.272727273	2.7	1.3	1.3	1.637995338
445	cathedral	cathedral	nouns							645:1 932:1	ceiling church	2	2	大教堂	cathédrale	собор	catedral	0.09090909090909091 5.545454545454546	0.5 4.7	0.3 3.8	0.4 4.4	0.34015151515151515 4.3084498834498826
449	caution	caution	nouns							37:1	care	1	1	谨慎	attention	осторожность	precaución	3.363636364	5	1.8	5.7	3.129137529
450	cautiously	cautiously	adverbs							1849:1	carefully	1	1	谨慎地	prudemment	осторожно	cautelosamente	4.454545455	3.3	2.5	4.5	4.079254079
451	ceiling	ceiling	nouns							3:1 491:1 645:0	roof floor cathedral	3	3	天花板	plafond	потолок	techo	3.1818181818181817 0.09090909090909091 0.09090909090909091	4.4 2.1 0.5	2.3 0.6 0.3	4.8 0.7 0.4	3.637237762237761 0.6821095571095571 0.34015151515151515
452	celebrate	celebrate	verbs							1548:1	surprise	1	1	庆祝	fêter	праздновать	celebrar	0.4545454545	1	0.2	1	0.4608391608
453	celebration	celebration	nouns							24:0	ceremony	1	1	庆祝	célébration	праздник	celebracion	2.272727273	5.3	3.8	4.1	3.773834499
454	cell	cell	nouns							240:1	room	1	2	单身牢房	cellule	камера	célula	2.272727273	3.6	1.2	0.1	1.680477855
455	cell	cell	nouns							767:0	lock-up	1	2	单身牢房	cellule	клетка	célula	1.090909091	4	0.7	0.5	1.862587413
456	cellar	cellar	nouns							719:1	door	1	1	地窖	cave	подвал	bodega	0.3636363636	1.2	0.6	0.3	0.4518648019
457	cellphone	cellphone	nouns							606:0	telephone	1	1	手机	portable	сотовый телефон	Teléfono móvil	4.545454545	5.7	2.7	5.1	4.420629371
458	censorship	censorship	nouns							984:1	liberty	1	1	审查	censure	цензура	censura	0.09090909091	1.8	0.7	0.2	0.4177156177
459	cent	cent	nouns							43:0 349:1 476:0	wife people size	3	3	一分钱	centime	цент	centavo	0.36363636363636365 0.0 0.0	0.1 0.1 0.1	0.0 0.0 0.6	0.3 0.1 0.2	0.08863636363636368 0.17272727272727276 0.2742424242424243
460	century	century	nouns							638:1 737:1 941:0	decade liquor year	3	3	世纪	siècle	век	siglo	0.18181818181818182 0.0 2.0	3.0 0.1 2.8	0.3 0.0 0.8	0.7 0.1 1.3	0.9970862470862469 0.032575757575757584 1.4047202797202794
461	ceramic	ceramic	nouns							253:0	pottery	1	1	陶瓷	céramique	керамика	cerámico	2.363636364	4.7	4	4.8	3.421095571
462	cereal	cereal	nouns							732:0	wheat	1	1	谷物	céréale	злак	cereal	3.272727273	4.1	3	1.9	2.897610723
463	ceremony	ceremony	nouns							24:1	celebration	1	1	仪式	cérémonie	церемония	ceremonia	2.272727273	5.3	3.8	4.1	3.773834499
467	champagne	champagne	nouns							83:1	beer	1	2	香槟酒	champagne	шампанское	champán	2.454545455	3.2	1.1	1.3	1.85530303
468	champagne	champagne	nouns							415:1	whiskey	1	2	香槟	champagne	шампанское	champán	2.454545455	3.3	0.9	1.1	1.942074592
469	champion	champion	nouns							987:0	winner	1	1	冠军	champion	чемпион	campeón	5.545454545	5.3	4.8	4.7	4.746270396
471	chaos	chaos	nouns							807:0	class	1	2	混乱	chaos	беспорядок	caos	0	0.3	0.2	0.2	0.1166666667
472	chaos	chaos	nouns							946:1	anarchy	1	2	混乱	chaos	хаос	caos	2.909090909	4.4	4.5	3.6	3.862062937
473	chaotically	chaotically	adverbs							1858:1	peacefully	1	1	混乱	chaotiquement	хаотично	caóticamente	0	1	0.2	0.1	0.2230769231
474	chapel	chapel	nouns							140:0 1040:1	cable steeple	2	2	教堂	chapelle	часовня	capilla	0.0 0.7272727272727273	0.1 2.7	0.0 1.3	0.0 0.9	0.016666666666666666 1.1585081585081587
475	chapter	chapter	nouns							257:1	night	1	4	章节	chapitre	глава	capítulo	0	0.2	0	0.7	0.09166666667
476	chapter	chapter	nouns							773:1	episode	1	4	章节	chapitre	серия	capítulo	0.9090909091	4.1	1.6	5.3	2.98537296
477	chapter	chapter	nouns							86:0 425:0	choice tail	2	4	章	chapitre	глава	capítulo	0.09090909090909091 0.0	0.8 0.0	0.6 0.2	0.5 0.1	0.3068181818181818 0.07424242424242426
480	charge	charge	verbs							1567:1	despise	1	1	收费	accuser	обвинять	cargar	0	1.6	0.3	0.6	0.3416666667
481	charger	charger	nouns							383:0	disk	1	1	充电器	chargeur	зарядное устройство	cargador	0.09090909091	1.2	1.2	0.4	0.3518065268
482	chart	chart	nouns							409:0	graph	1	1	图表	carte	диаграмма	gráfico	3.181818182	2	3.8	5.5	3.723601399
484	chauvinist	chauvinist	nouns							232:1	prejudice	1	1	沙文主义	chauvin	шовинист	chauvinista	1.181818182	0.5	1.3	1.5	1.638636364
491	cheerful	cheerful	adjectives							1052:1 1108:1	delightful happy	2	2	快乐	enjoué	радостный	alegre	4.909090909090909 5.636363636363637	1.3 4.9	3.1 4.4	2.4 5.3	2.7326923076923073 4.7132867132867124
493	chemistry	chemistry	nouns							246:0	theory	1	1	化学	chimie	химия	química	0.7272727273	1.8	1.1	1	0.6653846154
494	cherish	cherish	verbs							1675:0	keep	1	1	珍爱	chérir	лелеять	apreciar	0.4545454545	2.3	1.5	0.4	1.704428904
496	chess	chess	nouns							731:0	check	1	1	西洋棋	échec	шахматы	ajedrez	0.1818181818	1.6	1.6	0.2	1.169638695
502	childish	childish	adjectives							1286:0	foolish	1	1	孩子气	puéril	ребячливый	infantil	2.909090909	3.6	1.8	2.2	2.286713287
503	chips	chips	nouns							969:1	cursor	1	1	微晶片	frites	чип	patatas fritas	0.09090909091	0.2	0.2	0	0.1068181818
504	chocolate	chocolate	nouns							820:0	pie	1	1	巧克力	chocolat	шоколад	chocolate	0.4545454545	2	0.8	1.4	0.7888111888
505	choice	choice	nouns							528:0	election	1	5	选择	choix	выбор	decisión	2.727272727	3.8	2.5	4.2	2.817191142
506	choice	choice	nouns							86:1 171:1 751:1 875:0	chapter jail opinion vein	4	5	选择	choix	выбор	elección	0.09090909090909091 0.09090909090909091 1.0909090909090908 0.09090909090909091	0.8 0.3 3.2 0.5	0.6 0.0 1.1 0.0	0.5 0.3 1.1 0.0	0.3068181818181818 0.17424242424242428 1.2564102564102564 0.0734848484848485
507	choir	choir	nouns							96:1	church	1	1	合唱团	chœur	хор	coro	0.1818181818	2.7	1.3	1.2	1.1002331
511	chorus	chorus	nouns							757:0	singer	1	1	合唱	choeur	хор	coro	1.636363636	3.4	1.5	1.7	1.395687646
512	christian	christian	nouns							501:1	protestant	1	1	基督教	chrétien	кристиан	cristiano	2.909090909	3.7	1.5	1.2	2.718240093
514	cigar	cigar	nouns							353:1 363:1	box pipe	2	2	雪茄	cigare	сигара	cigarro	0.09090909090909091 1.8181818181818181	1.4 3.2	0.9 2.0	0.7 0.3	0.40297202797202797 1.1646270396270404
516	cinema	cinema	nouns							41:1 69:1 194:1	popcorn television opera	3	3	电影	cinéma	кино	cine	0.45454545454545453 2.4545454545454546 0.9090909090909091	1.8 3.3 3.4	1.1 2.8 0.4	2.1 2.3 1.4	0.8351398601398601 2.129778554778555 1.4568764568764572
517	cinematography	cinematography	nouns							446:1	director	1	1	摄影	cinématographie	кинематография	cinematografía	1.181818182	2.4	1.2	2.1	1.200058275
518	cinnamon	cinnamon	nouns							823:0	candy	1	1	肉桂	cannelle	корица	canela	0.1818181818	1.5	0.4	0.8	0.5896853147
519	circumcision	circumcision	nouns							410:0	foreskin	1	1	割礼	circoncision	обрезание	circuncisión	0.6363636364	2.3	2.8	2	1.513752914
520	circumnavigation	circumnavigation	nouns							26:0	baggage	1	1	环球航行	circumnavigation	кругосветное плавание	circunnavegación	0	1	1	1.1	0.4256993007
521	circumstance	circumstance	nouns							35:0	situation	1	1	状况	circonstance	обстоятельство	circunstancia	5.181818182	5.2	4	5.6	4.551107226
522	citrus	citrus	nouns							95:1	orange	1	1	柑橘	agrume	цитрус	cítrico	3.272727273	4.4	4	3	3.794405594
524	civilization	civilization	nouns							600:0	lifestyle	1	1	文明	civilisation	цивилизация	civilización	1.727272727	2.8	0.8	1.1	1.356585082
525	clarify	clarify	verbs							1308:1	define	1	2	澄清	clarifier	уточнить	aclarar	0	4.2	3.7	3.8	3.079487179
526	clarify	clarify	verbs							1312:0	explain	1	2	澄清	clarifier	прояснять	aclarar	3.545454545	5.7	3	4.8	4.39516317
527	class	class	nouns							543:1	college	1	2	班级	cours	класс	clase	0.1818181818	2.9	0.9	1.5	1.149009324
528	class	class	nouns							807:1	chaos	1	2	类别	classe	урок	clase	0	0.3	0.2	0.2	0.1166666667
529	classroom	classroom	nouns							565:0	hallway	1	1	教室	salle de cours	класс	clase	0.2727272727	1.2	0.8	0.3	0.52004662
531	clearly	clearly	adverbs							1810:0	surely	1	1	清楚地	clairement	явно	claramente	0.4545454545	3.4	2.8	3.1	2.828030303
532	clench	clench	verbs							1647:1	grasp	1	1	握紧	agripper	сжимать	apretar	3.090909091	5.3	1.1	2.6	2.272144522
538	closely	closely	adverbs							1785:1	locally	1	1	紧密地	attentivement	тесно	cercanamente	0.1818181818	0.3	0.2	2	1.642715618
539	closet	closet	nouns							236:1	clothes	1	1	壁橱	penderie	шкаф	armario	0.5454545455	2.7	0.7	1.6	0.8815850816
541	clothed	clothed	adjectives							1227:1	covered	1	1	穿着衣服的	vêtu	тканевый	vestido	2.363636364	4.6	0.9	2.6	2.270745921
547	clue	clue	nouns							558:1	word	1	1	线索	indice	ключ	pista	0.1818181818	1.6	0.1	0.2	0.4712121212
548	coach	coach	nouns							465:0	player	1	1	教练	entraîneur	тренер	entrenador	0	2.6	0.6	0.5	0.833974359
550	coarsely	coarsely	adverbs							1870:0	roughly	1	1	粗糙地	grossièrement	грубо	groseramente	0.9090909091	5.4	0.5	0.5	1.791200466
554	cockpit	cockpit	nouns							581:1	copilot	1	1	座舱	cockpit	кокпит	cabina	0.6363636364	1.8	0.4	0.7	0.6533216783
555	cocktail	cocktail	nouns							309:1	alcohol	1	1	鸡尾酒	cocktail	коктейль	cóctel	3.454545455	3.7	1.7	2.4	2.341724942
556	code	code	nouns							961:0	symbol	1	1	代码	code	код	código	2.909090909	3.4	1.1	2.3	2.098951049
560	collect	collect	verbs							1314:0	organize	1	4	收集	collecter	собирать	recoger	1.090909091	1.7	2.3	1.5	1.446969697
561	collect	collect	verbs							1352:0	save	1	4	收藏	collecter	коллекционировать	recoger	4.545454545	3.2	2.2	0.7	2.607109557
562	collect	collect	verbs							1457:1	gather	1	4	收集	réunir	собирать	recoger	2.727272727	5.9	0.8	3.1	3.264452214
563	collect	collect	verbs							1694:1	shake	1	4	收集	recueillir	собирать	recoger	0.09090909091	0.3	0	0.4	0.1159090909
564	college	college	nouns							543:0	class	1	2	大学	lycée	колледж	Universidad	0.1818181818	2.9	0.9	1.5	1.149009324
565	college	college	nouns							584:0	profession	1	2	学院	lycée	колледж	Universidad	0.09090909091	1.2	0.7	1	0.5638694639
566	colonel	colonel	nouns							996:1	dentist	1	1	上校	colonel	полковник	coronel	0.1818181818	0.5	0	0.3	0.2291375291
567	colt	colt	nouns							642:1	horse	1	1	小马	poulain	жеребенок	potro	3.454545455	4.3	2.5	2.9	3.27511655
568	combat	combat	nouns							32:0	belligerence	1	1	战斗	combat	бой	combate	3	4.6	2	3.4	2.571620047
569	combination	combination	nouns							329:0	union	1	1	组合	combinaison	комбинация	combinación	2.545454545	4.4	2.6	4.2	2.81048951
570	combine (noun)	combine	nouns							720:0	sugarcane	1	1	联合	moissonneuse-batteuse	комбайн	segadora	0	0.6	0.2	0.4	0.2416666667
571	combine (verb)	combine	verbs							1527:1	blend	1	1	联合	combiner	комбинировать	combinar	1.636363636	5.1	3.7	4.3	3.539277389
572	combined	combined	adjectives							1151:1	mixed	1	1	联合	combiné	комбинированный	conjunto	0.09090909091	5	4.2	2.2	2.7247669
575	comfort (noun)	comfort	nouns							738:0	safety	1	1	安慰	confort	комфорт	comodidad	0.09090909091	3.5	0.6	1.9	1.175524476
576	comfort (verb)	comfort	verbs							1475:1	humiliate	1	1	安慰	conforter	утешать	comodidad	0.1818181818	0.9	0.1	0	0.1632284382
577	comfortably	comfortably	adverbs							1816:0	easily	1	1	舒服地	confortablement	удобно	cómodamente	1.545454545	1.7	1.7	3.3	1.996212121
578	communicate	communicate	verbs							1718:0	pray	1	1	沟通	communiquer	общаться	comunicar	0.6363636364	1	0.3	0.6	0.6084498834
579	communication	communication	nouns							247:0	television	1	3	交流	communication	коммуникация	comunicación	0	2.6	2.1	1.6	1.306293706
