NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
1555	man	nouns	1554	MAN	220:0 272:1 790:0 869:0	husband woman warrior uncle	4	9	男人	homme	мужчина	hombre	3.0 0.36363636363636365 0.5454545454545454 2.272727272727273	4.1 2.8 2.3 2.6	2.7 0.4 1.4 2.1	1.8 1.5 0.9 2.3	3.032342657342658 0.8756410256410256 1.1736596736596738 2.003146853146853
1556	management	nouns			907:1	administration	1	3	管理	gestion	управление	gestión	3.727272727272727	4.9	4.6	3.4	3.5128205128205128
1557	management	nouns			681:1 1045:1	mouse job	2	3	管理	gestion	управление	administración	0.0 0.45454545454545453	0.0 2.2	0.7 1.3	0.0 1.4	0.07424242424242425 1.0114219114219114
1558	manager	nouns			323:1	leader	1	1	经理	manager	руководитель	gerente	2.0	4.6	4.2	3.2	3.233333333333333
1559	manner	nouns	488	MANNER	806:1	way	1	1	方式	manière	манера	manera	4.2727272727272725	5.8	3.7	1.7	3.4631701631701635
1560	mansion	nouns			437:0	sculptor	1	1	大厦	château	особняк	palacio	0.0	0.6	0.5	0.7	0.24166666666666667
1561	manuscript	nouns			540:1 979:0	book article	2	2	手稿	manuscrit	рукопись	manuscrito	1.0 3.1818181818181817	4.4 2.6	1.6 3.4	2.9 2.2	2.152680652680653 2.0236596736596737
1562	map	nouns	2625	MAP	1035:0	square	1	1	地图	carte	карта	mapa	0.2727272727272727	0.8	0.7	0.4	0.3363636363636364
1563	maple	nouns	3248	MAPLE TREE	60:1	tree	1	2	枫树	érable	клен	arce	4.2727272727272725	4.7	3.0	3.7	3.2621212121212118
1564	maple	nouns	3248	MAPLE TREE	356:1	oak	1	2	枫木	érable	клен	arce	2.3636363636363638	3.5	0.8	1.2	1.809790209790209
1565	mare	nouns	938	MARE	550:1	horse	1	1	母马	jument	кобыла	yegua	3.5454545454545454	4.5	4.4	2.7	3.5864219114219114
1566	marginally	adverbs			1828:0	roughly	1	2	稍微地	marginalement	минимально	ligeramente	2.0	1.3	0.0	0.4	0.7602564102564102
1567	marginally	adverbs			1866:0	completely	1	2	轻微	légèrement	минимально	ligeramente	0.0	1.7	0.1	0.1	0.3973193473193473
1568	marijuana	nouns			684:0	herb	1	1	大麻	marijuana	марихуана	marijuana	2.6363636363636362	5.7	2.3	4.7	2.8175407925407927
1569	mark	nouns	1720	SIGN	892:1	club	1	1	标识	marque	марка	marca	0.0	0.5	0.0	0.9	0.19090909090909092
1570	mark	verbs	1720	SIGN	1350:0	grade	1	1	分数	noter	отмечать	corregir	2.909090909090909	5.9	2.2	4.3	2.9033799533799534
1571	marrow	nouns	1835	MARROW	299:1	blood	1	1	骨髓	moelle	мозг	médula	0.36363636363636365	2.5	0.6	1.3	0.8762820512820512
1572	marry	verbs	203	MARRY	1376:1	unite	1	3	结婚	marier	жениться	casar	0.6363636363636364	5.6	1.7	3.1	2.459382284382284
1573	marry	verbs	203	MARRY	1433:1	engage	1	3	结婚	se marier	жениться	casar	2.3636363636363638	4.6	1.8	0.9	2.018881118881118
1574	marry	verbs	203	MARRY	1543:1	join	1	3	结婚	marier	жениться	casarse	0.2727272727272727	3.7	0.6	2.4	1.5246503496503496
1575	mask	nouns	2005	MASK	435:0	party	1	1	面具	masque	маска	máscara	0.18181818181818182	1.9	0.7	0.3	0.5295454545454547
1576	massive	adjectives			1212:0	astronomical	1	1	大规模	massif	массивный	masivo	0.09090909090909091	3.1	0.8	1.6	1.7404428904428901
1577	massively	adverbs			1822:1	openly	1	1	大规模	massivement	массивно	macizamente	1.0	1.2	0.3	0.2	0.4378787878787878
1578	mathematician	nouns			938:0	show	1	1	数学家	mathématicien	математик	matemático	0.0	0.2	0.0	0.1	0.049242424242424254
1579	matrix	nouns			197:0	vector	1	2	矩阵	matrice	матрица	matriz	1.0909090909090908	3.7	1.5	1.9	1.5946969696969695
1580	matrix	nouns			525:0	molecule	1	2	基质	matrice	матрица	matriz	0.8181818181818182	0.4	1.0	0.4	0.4170163170163171
1581	mature	adjectives			1100:0	sophisticated	1	1	成熟	mature	зрелый	maduro	0.45454545454545453	1.4	0.4	1.5	1.2147435897435899
1582	maturely	adverbs			1864:0	smartly	1	2	成熟	mûrement	зрело	maduro	0.45454545454545453	3.8	0.3	1.3	1.6484265734265728
1583	maturely	adverbs			1879:1	righteously	1	2	成熟地	mûrement	зрело	maduro	1.0909090909090908	1.3	0.6	1.1	0.7777389277389277
1584	mayor	nouns			923:1 992:1	chief president	2	2	市长	maire	мэр	alcalde	3.3636363636363638 2.0	3.1 2.8	3.0 1.0	1.5 2.1	2.3459207459207456 1.7987179487179494
1585	meadow	nouns	2819	GRASSLAND	1038:0	grassland	1	1	草地	prairie	луг	prado	3.8181818181818183	4.5	2.3	4.6	3.397960372960372
1586	meal	nouns	1526	MEAL	881:0	waist	1	3	一餐	repas	трапеза	comida	0.0	0.3	0.0	0.5	0.17500000000000002
1587	meal	nouns	1526	MEAL	251:0 746:1	dinner supper	2	3	餐	repas	трапеза	comida	2.909090909090909 3.3636363636363638	4.2 4.9	3.0 3.2	3.6 3.7	3.5201048951048945 3.673368298368299
1588	meaningfully	adverbs			1769:0	specially	1	2	有意义地	significativement	значительно	significativamente	3.0	2.3	0.3	2.6	1.8276806526806524
1589	meaningfully	adverbs			1847:0	deeply	1	2	有意义	significativement	значительно	significativamente	2.5454545454545454	3.5	0.8	2.5	2.032051282051282
1590	meat	nouns	634	MEAT	70:1 529:1 709:0 827:0 967:0	steak beef bacon bread sandwich	5	5	肉	viande	мясо	carne	4.090909090909091 3.6363636363636362 3.1818181818181817 0.18181818181818182 0.36363636363636365	4.9 3.6 3.4 1.9 1.9	4.2 2.6 2.4 0.4 0.7	3.6 3.9 1.5 0.5 0.8	3.7047785547785543 3.2097319347319355 2.9016317016317004 0.526864801864802 0.6646853146853148
1591	mechanic	nouns			204:1	worker	1	1	机械师	mécanicien	механик	mecánico	2.3636363636363638	3.6	1.8	2.4	2.224650349650349
1592	mechanical	adjectives			1292:0	electric	1	1	机械	mécanique	механический	mecánico	2.4545454545454546	2.5	0.3	1.2	1.1274475524475525
1593	mechanically	adverbs			1850:0	ideally	1	1	机械地	mécaniquement	механически	mecánicamente	0.18181818181818182	0.3	0.1	0.2	0.25378787878787884
1594	medal	nouns			926:0	trainers	1	1	奖章	médaille	медаль	medalla	0.09090909090909091	0.5	0.3	0.2	0.3048951048951049
1595	mediocre	adjectives			1065:1 1080:0 1157:1	boring alright bad	3	3	平庸	médiocre	посредственный	mediocre	0.9090909090909091 0.36363636363636365 0.09090909090909091	3.1 1.9 3.4	2.3 0.7 1.2	0.8 0.2 2.7	1.5136946386946393 1.3249417249417246 1.1428321678321678
1596	medium	adjectives			1278:1	mild	1	1	适中	moyen	средний	medio	4.0	0.9	1.1	2.1	1.7788461538461544
1597	medium	nouns			879:0	news	1	1	媒介	communication	носитель	medio	2.1818181818181817	3.4	0.4	2.1	1.5659090909090907
1598	meet	verbs	1831	MEET	1377:1	gather	1	4	见面	rencontrer	встречаться	reunirse	0.6363636363636364	1.1	3.7	3.1	2.560314685314685
1599	meet	verbs	1831	MEET	1624:1	greet	1	4	遇见	rencontrer	встречать	reunirse	0.5454545454545454	2.5	2.0	0.4	1.2738927738927737
1600	meet	verbs	1831	MEET	1519:1 1717:1	leave swim	2	4	遇见	rencontrer	встретить	reunirse	0.36363636363636365 0.0	0.7 0.6	0.0 0.0	1.8 0.0	0.30530303030303035 0.11078088578088575
1601	melody	nouns			370:1 940:1	rhythm music	2	2	旋律	mélodie	мелодия	melodía	3.6363636363636362 3.6363636363636362	4.1 5.1	2.9 4.1	3.2 4.0	2.5212703962703964 3.566083916083917
1602	melt	verbs	2334	MELT	1730:1	dissolve	1	1	熔化	fondre	плавиться	derretir	3.8181818181818183	5.1	2.0	2.5	2.874592074592075
1603	men	nouns	1554	MAN	819:0	fraternity	1	1	男人	homme	мужчины	hombres	1.3636363636363635	1.8	0.4	1.1	1.1629953379953377
1604	menu	nouns			922:0	order	1	1	菜单	menu	меню	menú	1.4545454545454546	2.3	1.0	1.0	0.9906759906759911
1605	messy	adjectives			1064:1	orderly	1	3	乱七八糟	désordonné	беспорядочный	sucio	0.2727272727272727	2.0	0.3	0.2	0.41095571095571093
1606	messy	adjectives			1056:0 1262:0	clean ugly	2	3	乱	désordonné	беспорядочный	sucio	0.09090909090909091 0.6363636363636364	1.5 0.5	0.0 0.2	0.9 0.7	0.41247086247086256 0.8841491841491839
1607	metal	nouns	2244	METAL	418:1 716:0	tin aluminium	2	2	金属	métal	металл	metal	2.727272727272727 3.0	3.6 3.3	1.6 1.8	1.8 1.7	2.176282051282052 2.4581002331002333
1608	meteor	nouns			38:1	gravity	1	1	流星	météore	метеор	meteorito	0.0	1.4	0.2	1.4	0.5563519813519813
1609	meter	nouns			208:0 1006:0	yard inch	2	2	米	mètre	метр	metro	2.272727272727273 2.3636363636363638	4.0 3.0	1.6 1.2	2.2 1.4	2.373135198135198 1.8383449883449883
1610	microscope	nouns			50:1	biologist	1	1	显微镜	microscope	микроскоп	microscopio	0.18181818181818182	2.1	1.1	1.3	0.8552447552447554
1611	might	nouns			471:1	strength	1	1	威力	puissance	мощь	podría	3.1818181818181817	5.6	4.4	0.4	3.8171328671328673
1612	mighty	adjectives			1186:1	powerful	1	1	强大	fort	могущественный	poderoso	4.363636363636363	5.6	3.8	3.7	4.027913752913752
1613	mild	adjectives			1251:0	sharp	1	2	温和	doux	мягкий	templado	0.0	1.4	0.0	0.5	0.26666666666666666
1614	mild	adjectives			1278:0	medium	1	2	温和	doux	незначительный	templado	4.0	0.9	1.1	2.1	1.7788461538461544
1615	milk	nouns	635	MILK	343:0	juice	1	1	牛奶	lait	молоко	Leche	0.6363636363636364	2.3	0.2	0.7	0.9164335664335662
1616	milkshake	nouns			617:1	juice	1	1	奶昔	milk-shake	молочный коктейль	batido	0.36363636363636365	2.6	0.4	3.4	1.6576923076923078
1617	mill	nouns	636	MILL	254:0	seed	1	1	磨坊	moulin	мельница	molino	0.18181818181818182	2.3	1.0	1.5	0.6904428904428905
1618	millionaire	nouns			201:1	dollar	1	1	百万富翁	millionnaire	миллионер	millonario	0.0	2.0	1.2	1.1	0.8578671328671329
1619	mind	nouns	1562	MIND	772:0 813:1	brain neurosis	2	2	头脑	esprit	разум	mente	4.454545454545454 0.18181818181818182	3.9 1.7	2.4 0.2	3.7 1.5	3.335897435897435 0.8985431235431234
1620	mine	nouns	2090	MY	864:1	rock	1	1	矿	mine	мина	mía	1.8181818181818181	2.0	0.2	0.0	0.6971445221445222
1621	minister	nouns	486	MINISTER	331:1	rabbi	1	1	部长	ministre	священник	ministro	0.09090909090909091	1.5	2.2	1.2	1.8382284382284384
1622	ministry	nouns			485:1	sultan	1	1	部	ministère	министерство	ministerio	0.0	1.0	0.0	0.4	0.3248834498834499
1623	mink	nouns			411:1 717:0	oil fur	2	2	貂	vison	норка	visón	0.0 0.45454545454545453	0.2 3.9	0.4 2.2	0.1 1.9	0.14090909090909093 2.09988344988345
1624	minor	adjectives			1205:0	significant	1	1	次要	mineur	незначительный	menor	0.18181818181818182	1.4	0.1	0.2	0.34428904428904433
1625	mint	nouns			477:0	museum	1	1	薄荷	menthe	Mинт	menta	0.0	0.0	0.0	0.0	0.05565268065268067
1626	minute	nouns			109:1	second	1	1	分钟	minute	минута	minuto	2.090909090909091	3.2	1.1	2.5	1.9208041958041961
1627	misery	nouns			899:1	despair	1	1	苦难	misère	бедствование	miseria	2.3636363636363638	3.7	1.7	2.4	2.807692307692308
1628	miss	verbs	161	MISS (A TARGET)	1753:1	strike	1	1	没打中	manquer	упускать	perder	0.36363636363636365	2.2	0.0	0.2	0.4378787878787879
1629	mist	nouns	249	FOG	526:1	cloud	1	2	薄雾	brume	мгла	neblina	2.909090909090909	3.4	1.2	2.9	2.4860722610722608
1630	mist	nouns	249	FOG	604:1	rain	1	2	薄雾	brume	изморось	niebla	0.8181818181818182	3.3	2.2	0.8	1.5603146853146852
1631	mix	verbs	2017	MIX	1416:0	drink	1	4	混合	mélanger	перемешать	mezcla	0.0	0.8	0.1	0.6	0.2909090909090909
1632	mix	verbs	2017	MIX	1424:0	dissolve	1	4	混合	mélanger	смешивать	mezclar	0.5454545454545454	3.5	1.8	2.0	1.3426573426573434
1633	mix	verbs	2017	MIX	1630:1	stir	1	4	混合	mélanger	микшировать	mezcla	3.5454545454545454	4.8	1.4	3.1	3.692948717948717
1634	mix	verbs	2017	MIX	1676:1	cook	1	4	混合	mélanger	микшировать	mezclar	0.2727272727272727	2.3	0.3	1.0	0.7376456876456876
1635	mixed	adjectives			1128:1 1151:0	old combined	2	2	杂	mixte	смешанный	mezclado	0.0 0.09090909090909091	0.1 5.0	0.0 4.2	0.0 2.2	0.07272727272727275 2.7247668997669003
1636	mob	nouns			27:0	crowd	1	1	暴民	attroupement	орава	populacho	0.9090909090909091	5.7	4.0	3.2	3.8751748251748257
1637	mode	nouns			419:0	fashion	1	1	模式	mode	форма	modo	0.09090909090909091	4.5	0.7	0.3	0.8947552447552449
1638	modern	adjectives			1174:0	ancient	1	1	现代	moderne	современный	moderno	0.0	1.8	0.1	0.2	0.37156177156177145
1639	modest	adjectives			1068:0 1084:0 1101:1 1117:0	flexible pure humble ashamed	4	4	谦虚	modeste	скромный	modesto	0.6363636363636364 0.9090909090909091 5.2727272727272725 0.36363636363636365	0.4 1.6 6.0 1.1	1.9 0.4 1.4 0.5	0.3 0.6 4.2 0.8	0.5340909090909092 0.7766899766899766 4.244696969696969 0.8381701631701634
1640	molecule	nouns			289:0 525:1 789:0	atom matrix air	3	3	分子	molécule	молекула	molécula	2.4545454545454546 0.8181818181818182 0.45454545454545453	4.0 0.4 2.0	1.0 1.0 0.9	2.5 0.4 0.9	2.366375291375291 0.4170163170163171 0.8607808857808857
1641	monarchy	nouns			2:1	democracy	1	1	帝制	monarchie	монархия	monarquía	0.09090909090909091	2.7	0.1	1.3	0.9511655011655011
1642	monastery	nouns			67:0	shower	1	1	修道院	couvent	монастырь	monasterio	0.0	0.2	0.0	0.0	0.03333333333333333
1643	money	nouns	1559	MONEY	79:0 259:0 358:0 627:0 870:0	salary pearl cash diamond capital	5	5	钱	argent	деньги	dinero	4.2727272727272725 0.0 4.090909090909091 1.0909090909090908 3.5454545454545454	4.5 1.6 3.9 2.4 4.5	2.8 0.3 4.0 0.8 4.1	3.7 1.0 4.5 0.7 4.3	3.35425407925408 0.4904428904428904 4.392074592074592 0.9013986013986014 3.3458041958041957
1644	monitor	nouns			896:1	screen	1	1	监控	moniteur	монитор	monitor	0.7272727272727273	5.4	4.4	5.0	3.3279720279720273
1645	monk	nouns			89:0 159:1	cross priest	2	2	僧侣	moine	монах	monje	0.18181818181818182 2.5454545454545454	1.9 5.0	1.5 3.4	0.1 3.3	0.6495337995337996 2.9279137529137524
1646	monkey	nouns	1350	MONKEY	867:1	campaign	1	1	猴子	singe	обезьяна	mono	0.0	0.1	0.0	0.1	0.04015151515151517
1647	monoculture	nouns			571:1	agriculture	1	1	单种栽培	monoculture	монокультура	monocultivo	1.1818181818181819	3.6	0.5	1.2	1.46474358974359
1648	monster	nouns			106:0	demon	1	1	怪兽	monstre	чудовище	monstruo	2.727272727272727	4.7	4.5	3.3	3.618589743589744
1649	month	nouns	1370	MONTH	87:1	august	1	1	月	mois	месяц	mes	2.5	3.3	2.7	3.0	2.5136363636363632
1650	monthly	adjectives			1217:0	weekly	1	1	每月	mensuel	ежемесячный	mensual	1.6363636363636365	2.8	0.2	0.5	1.0800116550116556
1651	mood	nouns			597:0 796:1	emotion anger	2	2	心情	humeur	настроение	estado animico	3.1818181818181817 2.3636363636363638	3.8 3.1	2.3 1.4	3.3 3.1	2.9226107226107225 1.4744755244755243
1652	moon	nouns	1313	MOON	799:0	planet	1	1	月亮	lune	луна	Luna	2.727272727272727	2.5	2.5	1.3	1.931585081585082
1653	moral	nouns			675:1	legend	1	1	道德	morale	мораль	moral	0.0	1.8	0.6	0.6	0.4601398601398601
1654	morning	nouns	1339	MORNING	65:1	day	1	1	早上	matin	утро	Mañana	5.545454545454546	3.2	1.3	3.6	2.5606060606060606
1655	mosaic	nouns			561:1	basilica	1	1	马赛克	mosaïque	мозаика	mosaico	0.0	0.8	0.3	0.4	0.532051282051282
1656	moss	nouns	637	MOSS	341:1	grass	1	1	苔藓	mousse	мох	musgo	1.6363636363636365	2.8	1.5	2.1	1.7581002331002331
1657	mostly	adverbs			1846:0	mainly	1	2	大多	surtout	обычно	mayormente	4.0	5.4	2.6	4.7	3.8988344988345
1658	mostly	adverbs			1852:1	deeply	1	2	大多	surtout	в основном	principalmente	0.36363636363636365	1.1	0.0	1.4	0.5824592074592075
1659	motel	nouns			468:0	inn	1	1	汽车旅馆	motel	мотель	motel	3.4545454545454546	4.3	4.0	3.3	3.2740093240093238
1660	mother	nouns	1216	MOTHER	59:0 184:1 190:0 1012:1	wife dad guardian friend	4	4	母亲	mère	мать	madre	2.272727272727273 0.5454545454545454 2.909090909090909 0.2727272727272727	3.3 2.9 1.3 1.7	1.9 1.1 1.1 0.9	2.1 2.4 1.7 0.3	2.1807692307692306 1.4893939393939395 2.1628205128205127 0.9055944055944054
1661	motherboard	nouns			217:0	mainboard	1	1	主机板	carte mère	материнская плата	tarjeta madre	3.272727272727273	3.6	3.6	2.1	3.591025641025641
1662	motor	nouns	110	MOTOR	432:0 504:0	boat engine	2	2	电动机	moteur	мотор	motor	0.2727272727272727 2.4545454545454546	1.8 3.7	0.9 4.9	0.4 2.0	0.8474941724941725 3.483974358974359
1663	mountain	nouns	639	MOUNTAIN	314:0	ledge	1	1	山	montagne	гора	montaña	0.0	2.0	1.0	0.4	0.8615384615384616
1664	mouse	nouns	1491	MOUSE	886:0	cat	1	5	老鼠	souris	мышка	ratón	0.2727272727272727	2.2	0.6	0.5	0.7460955710955712
1665	mouse	nouns	1491	MOUSE	131:1 142:1 681:0 931:1	container deck management rat	4	5	老鼠	souris	мышь	ratón	0.0 0.0 0.0 5.636363636363637	0.1 0.1 0.0 4.4	0.0 0.8 0.7 2.0	0.1 0.0 0.0 4.4	0.05833333333333333 0.11590909090909092 0.07424242424242425 3.3391608391608396
1666	mouth	nouns	674	MOUTH	228:0 374:1 1033:0	tooth nose lip	3	3	嘴巴	bouche	рот	boca	0.6363636363636364 0.09090909090909091 2.4545454545454546	3.0 2.6 4.1	0.9 0.8 1.3	1.5 0.9 2.3	1.2515734265734266 0.9213286713286714 2.7607808857808855
1667	movable	adjectives			1170:1	flexible	1	1	活动	mobile	движимый	móvil	0.45454545454545453	3.9	1.2	2.3	1.756060606060606
1668	move	verbs	765	MOVE	1486:1	weave	1	1	移动	bouger	двигаться	movimiento	0.0	0.3	0.0	0.3	0.35705128205128206
1669	movement	nouns	3695	MOVEMENT	838:1	activity	1	1	运动	mouvement	движение	movimiento	2.8181818181818183	3.8	3.1	3.0	2.519289044289045
1670	movie	nouns	216	MOVIE	1044:0	film	1	1	电影	long métrage	фильм	película	4.181818181818182	5.9	4.2	5.6	4.765617715617716
1671	mud	nouns	640	MUD	861:0	dirt	1	1	泥	boue	слякоть	barro	5.090909090909091	3.4	4.8	2.3	3.475874125874126
1672	muffin	nouns			626:1	parsley	1	1	松饼	muffin	маффин	mollete	0.0	0.6	0.2	0.5	0.25757575757575757
1673	multiple	adverbs			1851:1	twice	1	1	多	multiple	множественный	múltiple	0.18181818181818182	3.3	0.4	1.4	1.0578671328671327
1674	multiplication	nouns			900:0	division	1	1	乘法	multiplication	умножение	multiplicación	0.9090909090909091	2.9	0.7	0.5	1.1636946386946385
1675	multiply	verbs			1466:0 1732:0	divide add	2	2	乘	multiplier	умножать	multiplicar	0.5454545454545454 0.45454545454545453	2.4 3.1	0.1 0.3	0.7 1.3	0.7195804195804194 1.1125874125874124
1676	mundane	adjectives			1053:1	ordinary	1	1	平凡	banal	обычный	mundano	4.909090909090909	5.8	6.0	4.0	4.215501165501165
1677	muscle	nouns	1004	MUSCLE	1:1 690:0 696:0	arm tongue bone	3	3	肌肉	muscle	мускул	músculo	1.1818181818181819 0.8181818181818182 0.36363636363636365	2.6 3.4 2.3	1.1 0.8 0.6	1.4 2.0 0.5	1.1432983682983682 1.3588578088578096 0.7234265734265733
1678	museum	nouns			477:1	mint	1	1	博物馆	musée	музей	museo	0.0	0.0	0.0	0.0	0.05565268065268067
1679	music	nouns	642	MUSIC	357:1 940:0	flute melody	2	2	音乐	musique	музыка	música	1.0909090909090908 3.6363636363636362	2.7 5.1	0.9 4.1	1.7 4.0	1.2863636363636368 3.566083916083917
1680	muslim	nouns			372:1	bishop	1	1	穆斯林	musulman	мусульман	musulmán	0.7272727272727273	1.6	0.3	0.4	0.543065268065268
1681	mustard	nouns	3181	MUSTARD	48:1	seed	1	1	芥末	moutarde	горчица	mostaza	0.5454545454545454	2.7	1.4	1.8	1.019055944055944
1682	mutant	nouns			552:0	sociobiology	1	1	突变体	mutant	мутант	mutante	0.45454545454545453	0.5	0.5	0.4	0.34393939393939393
1683	myth	nouns			30:0	satire	1	1	神话	mythe	миф	mito	0.36363636363636365	2.0	0.7	2.0	1.071911421911422
1684	nail	nouns	1896	FINGERNAIL OR TOENAIL	396:1	head	1	3	指甲	ongle	гвоздь	uña	0.0	1.2	1.2	0.5	0.49924242424242427
1685	nail	nouns	1896	FINGERNAIL OR TOENAIL	200:0 1003:0	thumb hand	2	3	指甲	ongle	ноготь	uña	0.45454545454545453 0.5454545454545454	2.8 2.7	1.4 1.3	1.7 1.2	1.402738927738928 1.0123543123543124
1686	naive	adjectives			1071:1	innocent	1	1	幼稚	naïf	наивный	ingenuo	3.909090909090909	5.3	0.6	3.3	2.6697552447552457
1687	narrow	adjectives	1267	NARROW	1104:1	wide	1	6	窄小	étroit	узкий	estrecho	0.2727272727272727	1.8	0.1	0.2	0.39428904428904427
1688	narrow	adjectives	1267	NARROW	1057:0 1074:1 1149:0 1216:1 1222:0	slim long broad dirty white	5	6	狭窄	étroit	узкий	estrecho	0.9090909090909091 0.2727272727272727 0.18181818181818182 0.0 0.36363636363636365	2.6 1.7 1.1 0.2 0.1	2.6 0.3 0.1 0.0 0.0	4.3 0.3 0.2 0.0 0.0	2.98397435897436 0.6430652680652681 0.310955710955711 0.05833333333333333 0.05530303030303033
1689	national	adjectives			1092:0 1167:1	big known	2	2	国民	national	национальный	nacional	0.0 0.0	0.3 1.6	0.1 0.1	0.3 0.4	0.28589743589743594 0.44166666666666665
1690	naturally	adverbs			1805:0 1872:1	unnaturally quietly	2	2	自然地	naturellement	естественно	naturalmente	0.36363636363636365 0.5454545454545454	1.5 2.7	0.1 0.1	0.1 1.4	0.39428904428904427 0.5973193473193472
