word	pos	wordnet_id	nltk_name	hypernyms	hyponyms	hypernym_names	hyponym_names	in_degree	out_degree
human_body	n	05217168-n	human_body.n.01	05216365-n	05219923-n;05217688-n;05219561-n;05219297-n;05219724-n	body.n.01	female_body.n.01;person.n.02;adult_body.n.01;juvenile_body.n.01;male_body.n.01	1	5
body	n	05217859-n	body.n.03	00019128-n	01758895-n;05218119-n;01758757-n;05218630-n;01759009-n	natural_object.n.01	carrion.n.01;cadaver.n.01;carcase.n.01;mummy.n.02;roadkill.n.01	1	5
cadaver	n	05218119-n	cadaver.n.01	05217859-n	05218533-n	body.n.03	cremains.n.01	1	1
skin	n	05238282-n	skin.n.01	05237755-n;05286536-n	02665413-n;01458616-n;05239437-n;05539947-n;05239680-n;05581932-n;05526957-n;05527085-n;05239589-n;05584746-n	body_covering.n.01;connective_tissue.n.01	thick_skin.n.01;investment.n.04;skin_graft.n.01;scalp.n.01;dewlap.n.01;cuticle.n.01;prepuce.n.02;prepuce.n.01;buff.n.03;hangnail.n.01	2	10
freckle	n	05245192-n	freckle.n.01	05244934-n		macule.n.01		1	0
tube	n	05246511-n	tube.n.04	05225602-n	05326624-n;05397333-n;05246796-n;05247057-n	structure.n.04	cochlea.n.01;vessel.n.01;tubule.n.01;salpinx.n.01	1	4
passage	n	05248181-n	passage.n.07	05225602-n	05249636-n;05272110-n;05534174-n;05548032-n;05547904-n;05253829-n;05533948-n;05548521-n;05226937-n;05250659-n;05308481-n;05248553-n	structure.n.04	orifice.n.01;carpal_tunnel.n.01;epicardia.n.01;fistula.n.02;fauces.n.01;sinusoid.n.01;esophagus.n.01;shunt.n.01;birth_canal.n.01;duct.n.01;root_canal.n.01;meatus.n.01	1	12
hair	n	05254795-n	hair.n.01	05237755-n	05255692-n;05256862-n;05314919-n;02416270-n;01898731-n;05256085-n;05255578-n;01899746-n;05263587-n;01900006-n;05313535-n;05256702-n;05257737-n;01898906-n;05261404-n	body_covering.n.01	down.n.05;hairdo.n.01;eyelash.n.01;beard.n.04;coat.n.03;mane.n.02;body_hair.n.01;mane.n.01;pubic_hair.n.01;forelock.n.02;eyebrow.n.01;cowlick.n.01;lock.n.02;guard_hair.n.01;facial_hair.n.01	1	15
haircut	n	05257593-n	haircut.n.01	05256862-n	05260928-n;05260714-n;05260821-n	hairdo.n.01	mohawk.n.03;brush_cut.n.01;crew_cut.n.01	1	3
lock	n	05257737-n	lock.n.02	05254795-n	05258051-n;05257967-n;05258299-n;05258743-n	hair.n.01	forelock.n.01;sausage_curl.n.01;crimp.n.03;dreadlock.n.01	1	4
braid	n	05259512-n	braid.n.01	05256862-n	05259823-n;05259914-n	hairdo.n.01	queue.n.03;pigtail.n.01	1	2
beard	n	05261566-n	beard.n.01	05261404-n	05263316-n;05262120-n;05263029-n;05261894-n;05263183-n;05261999-n;05263448-n	facial_hair.n.01	vandyke_beard.n.01;beaver.n.03;goatee.n.01;fuzz.n.04;stubble.n.02;imperial.n.01;soul_patch.n.01	1	7
specimen	n	05266879-n	specimen.n.02	09421425-n	05267073-n	sample.n.03	cytologic_specimen.n.01	1	1
tissue	n	05267345-n	tissue.n.01	05220461-n	05267548-n;05267211-n	body_part.n.01	animal_tissue.n.01;isthmus.n.02	1	2
flesh	n	05268112-n	flesh.n.01	05267548-n		animal_tissue.n.01		1	0
bone	n	05269901-n	bone.n.01	05286536-n	05277405-n;05540407-n;05275315-n;05277728-n;05274247-n;05278152-n;05281691-n;07872915-n;05277261-n;05281874-n;05284333-n;05281584-n;05275162-n;05274808-n;05332225-n;05540513-n;02322817-n;05280998-n;05282746-n;05277532-n;05284851-n;05273822-n;01895355-n;05276290-n;05271607-n;05281452-n;05610734-n;02467491-n;05275466-n;05540976-n;05278584-n;05271814-n;05280512-n;05280698-n;05283816-n;05276860-n;05279026-n;05274105-n;05273684-n;05274590-n;05281189-n;02462066-n;05279688-n;02463024-n;05274959-n;05546040-n;05279407-n;05284020-n;05540121-n;05271383-n;05322735-n;05610919-n;05282000-n;05274446-n;05271685-n;05275651-n;05541097-n;05273555-n;05278714-n;05279321-n	connective_tissue.n.01	metatarsal.n.01;calvaria.n.01;ilium.n.02;ossicle.n.01;coccyx.n.01;palatine.n.04;xiphoid_process.n.01;marrowbone.n.01;metacarpal.n.01;tarsal.n.01;vertebra.n.01;manubrium.n.01;hyoid.n.01;heelbone.n.01;lacrimal_bone.n.01;cranium.n.01;splint_bone.n.01;sphenoid_bone.n.01;tooth.n.01;nasal.n.02;zygoma.n.01;cheekbone.n.01;furcula.n.01;ramus.n.01;bare_bone.n.01;gladiolus.n.02;vomer.n.01;fishbone.n.01;ischium.n.01;occiput.n.01;phalanx.n.01;carpal_bone.n.01;sesamoid_bone.n.01;short_bone.n.01;turbinate_bone.n.01;membrane_bone.n.01;rib.n.02;clavicle.n.01;centrum.n.01;ethmoid.n.01;sternum.n.01;pastern.n.01;scapula.n.01;cannon_bone.n.01;hipbone.n.01;jaw.n.01;sacrum.n.01;tympanic_bone.n.01;skull.n.01;anklebone.n.01;modiolus.n.01;wormian_bone.n.01;temporal_bone.n.01;dentine.n.02;cuboid_bone.n.01;long_bone.n.01;sinciput.n.01;cartilage_bone.n.01;pubis.n.01;round_bone.n.01	1	60
rib	n	05279026-n	rib.n.02	05269901-n	05591999-n	bone.n.01	true_rib.n.01	1	1
tooth	n	05282746-n	tooth.n.01	05269901-n	01465713-n;01465472-n;05307358-n;05283649-n;05283498-n;01476696-n;05307091-n;05307641-n;05307773-n;05306190-n;05306708-n;05306894-n;05306476-n;05306604-n	bone.n.01	tusk.n.02;fang.n.04;premolar.n.01;carnassial_tooth.n.01;chopper.n.02;conodont.n.01;canine.n.01;incisor.n.01;molar.n.01;front_tooth.n.01;permanent_tooth.n.01;primary_tooth.n.01;back_tooth.n.01;malposed_tooth.n.01	1	14
muscle	n	05289297-n	muscle.n.01	05289601-n	05573306-n;05460473-n;05316590-n;05316175-n;05292736-n;05570839-n;05293040-n;05292468-n;05292587-n;05289861-n	contractile_organ.n.01	tensor.n.02;smooth_muscle.n.01;rectus.n.01;ocular_muscle.n.01;levator.n.01;sphincter.n.01;antagonistic_muscle.n.01;pronator.n.01;supinator.n.01;skeletal_muscle.n.01	1	10
organ	n	05297523-n	organ.n.01	05220461-n	02151625-n;01918585-n;05516067-n;01468913-n;01460813-n;05465392-n;05445668-n;02322213-n;05298159-n;05299178-n;02465414-n;05289601-n;05513302-n;05298421-n;05301072-n;05523269-n;05298729-n;05327767-n;05320362-n;05516230-n;05305614-n;05298313-n;02465693-n;05298572-n	body_part.n.01	wing.n.01;ctene.n.01;target_organ.n.01;siphon.n.02;ovipositor.n.01;end_organ.n.01;organelle.n.01;foot.n.06;primordium.n.01;sense_organ.n.01;sucker.n.06;contractile_organ.n.01;reproductive_organ.n.01;effector.n.03;tongue.n.01;erectile_organ.n.01;internal_organ.n.01;gland.n.01;lens.n.04;taret_organ.n.01;speech_organ.n.01;vital_organ.n.01;stinger.n.04;external_organ.n.01	1	24
tongue	n	05301072-n	tongue.n.01	05301392-n;05297523-n		articulator.n.02;organ.n.01		2	0
mouth	n	05302499-n	mouth.n.01	05610008-n	05302307-n	rima.n.01	trap.n.06	1	1
lip	n	05305806-n	lip.n.01	05301392-n;05225090-n	05306122-n;05306055-n	articulator.n.02;external_body_part.n.01	underlip.n.01;overlip.n.01	2	2
eye	n	05311054-n	eye.n.01	05299178-n	05312427-n;05312149-n;05312227-n;05312040-n;05312306-n;05311795-n	sense_organ.n.01	compound_eye.n.01;oculus_dexter.n.01;oculus_sinister.n.01;peeper.n.02;simple_eye.n.01;naked_eye.n.01	1	6
eyebrow	n	05313535-n	eyebrow.n.01	05254795-n		hair.n.01		1	0
eyelid	n	05313822-n	eyelid.n.01	05313679-n		protective_fold.n.01		1	0
pupil	n	05320183-n	pupil.n.02	09201031-n		aperture.n.02		1	0
ear	n	05320899-n	ear.n.01	05299178-n		sense_organ.n.01		1	0
kidney	n	05332802-n	kidney.n.01	05333259-n		excretory_organ.n.01		1	0
liver	n	05385534-n	liver.n.01	05298729-n		internal_organ.n.01		1	0
lung	n	05387544-n	lung.n.01	05528060-n		respiratory_organ.n.01		1	0
heart	n	05388805-n	heart.n.02	05298729-n	05389310-n;05389182-n	internal_organ.n.01	biauriculate_heart.n.01;athlete's_heart.n.01	1	2
stomach	n	05395690-n	stomach.n.01	05298729-n	02399424-n;01974055-n;02399648-n;02399942-n;02399791-n	internal_organ.n.01	rumen.n.01;craw.n.01;reticulum.n.03;abomasum.n.01;psalterium.n.01	1	5
blood	n	05399847-n	blood.n.01	05397468-n	05402333-n;05401753-n;05402788-n;05402576-n;05400445-n;05401951-n;05402961-n;05402472-n;05400601-n;05401851-n	liquid_body_substance.n.01	blood_clot.n.01;gore.n.02;venous_blood.n.01;menorrhea.n.01;arterial_blood.n.01;bloodstream.n.01;whole_blood.n.01;cord_blood.n.01;blood_group.n.01;lifeblood.n.01	1	10
secretion	n	05404728-n	secretion.n.02	05397468-n	05405139-n;02638104-n;05407119-n;05414534-n;14846779-n;14774228-n;05415395-n;05405751-n;05416198-n;05416979-n;14846646-n;14846890-n;05407772-n;05415200-n	liquid_body_substance.n.01	lacrimal_secretion.n.01;ganoin.n.01;hormone.n.01;autacoid.n.01;nectar.n.01;royal_jelly.n.01;mucus.n.01;perspiration.n.01;saliva.n.01;sebum.n.01;musk.n.01;pheromone.n.01;intestinal_juice.n.01;synovia.n.01	1	14
tear	n	05405324-n	tear.n.01	13771404-n		drop.n.02		1	0
perspiration	n	05405751-n	perspiration.n.01	05404728-n		secretion.n.02		1	0
vein	n	05418717-n	vein.n.01	05417975-n	05357682-n;05384560-n;05364345-n;05422668-n;05384999-n;05382729-n;05380697-n;05373616-n;05364448-n;05378137-n;05357867-n;05383598-n;05358944-n;05376050-n;05366043-n;05364612-n;05364905-n;05359828-n;05358507-n;05363428-n;05373145-n;05381666-n;05374475-n;05374658-n;05358226-n;05373300-n;05367003-n;05375881-n;05372290-n;05425207-n;05372125-n;05422574-n;05360678-n;05358036-n;05367341-n;05377833-n;05376219-n;05369092-n;05374861-n;05374980-n;05360470-n;05359695-n;05368100-n;05361391-n;05365284-n;05373924-n;05367508-n;05380404-n;05383467-n;05380532-n;05424199-n;05425703-n;05381325-n;05359124-n;05363270-n;05377252-n;05377371-n;05370781-n;05376541-n;05426087-n;05370125-n;05370918-n;05381956-n;05357366-n;05379039-n;05367165-n;05421586-n;05364184-n;05367912-n;05421723-n;05379734-n;05356657-n;05369254-n;05377665-n;05421997-n;05378022-n;05357160-n;05359347-n;05380822-n;05425581-n;05371663-n;05356442-n;05376721-n;05368874-n;05372593-n;05378234-n;05379247-n;05365164-n;05374280-n;05375729-n;05357500-n;05365420-n;05368739-n;05384817-n;05364730-n;05359516-n;05375530-n;05377098-n;05381491-n;05370636-n;05365059-n;05372924-n;05383004-n;05380252-n;05384691-n;05370410-n;05376844-n;05361123-n;05373790-n;05374101-n;05384300-n;05424074-n;05361278-n;05363676-n;05379635-n;05384446-n;05358764-n;05381148-n;05370293-n;05366812-n;05381779-n;05376391-n;05372428-n;05363559-n;05358345-n;05365838-n;05369566-n;05360880-n;05425436-n;05421900-n;05367735-n;05373495-n;05382135-n;05382855-n;05356889-n;05423779-n	blood_vessel.n.01	anterior_vertebral_vein.n.01;tympanic_vein.n.01;colic_vein.n.01;vena_cava.n.01;uterine_vein.n.01;testicular_vein.n.01;spinal_vein.n.01;mesenteric_vein.n.01;common_facial_vein.n.01;pudendal_vein.n.01;appendicular_vein.n.01;thyroid_vein.n.01;basilic_vein.n.01;paraumbilical_vein.n.01;epigastric_vein.n.01;conjunctival_veins.n.01;cutaneous_vein.n.01;cardinal_vein.n.01;azygos_vein.n.01;choroid_vein.n.01;lumbar_vein.n.01;sublingual_vein.n.01;oblique_vein_of_the_left_atrium.n.01;obturator_vein.n.01;auricular_vein.n.01;maxillary_vein.n.01;ethmoidal_vein.n.01;pancreatic_vein.n.01;labyrinthine_vein.n.01;vertebral_vein.n.01;labial_vein.n.01;vena_bulbi_vestibuli.n.01;central_vein_of_retina.n.01;arcuate_vein_of_the_kidney.n.01;facial_vein.n.01;posterior_vein_of_the_left_ventricle.n.01;parotid_vein.n.01;hemorrhoidal_vein.n.01;occipital_vein.n.01;ophthalmic_vein.n.01;central_veins_of_liver.n.01;bronchial_vein.n.01;genicular_vein.n.01;cerebral_vein.n.01;diploic_vein.n.01;metatarsal_vein.n.01;femoral_vein.n.01;scrotal_vein.n.01;thoracic_vein.n.01;sigmoid_vein.n.01;venae_renis.n.01;vortex_vein.n.01;stylomastoid_vein.n.01;basivertebral_vein.n.01;cervical_vein.n.01;phrenic_vein.n.01;popliteal_vein.n.01;intervertebral_vein.n.01;perforating_vein.n.01;venule.n.01;iliac_vein.n.01;jugular_vein.n.01;supratrochlear_vein.n.01;anastomotic_vein.n.01;radial_vein.n.01;external_nasal_vein.n.01;varicose_vein.n.01;clitoral_vein.n.01;gastroomental_vein.n.01;vena_bulbi_penis.n.01;saphenous_vein.n.01;accessory_hemiazygos_vein.n.01;hepatic_vein.n.01;portal_vein.n.01;vein_of_penis.n.01;prepyloric_vein.n.01;accompanying_vein.n.01;brachial_vein.n.01;splenic_vein.n.01;vestibular_vein.n.01;labial_vein.n.02;accessory_cephalic_vein.n.01;pericardial_vein.n.01;hemizygos_vein.n.01;laryngeal_vein.n.01;pulmonary_vein.n.01;renal_vein.n.01;digital_vein.n.01;nasofrontal_vein.n.01;palatine_vein.n.01;angular_vein.n.01;dorsal_scapular_vein.n.01;gluteal_vein.n.01;umbilical_vein.n.01;costoaxillary_vein.n.01;brachiocephalic_vein.n.01;ovarian_vein.n.01;pharyngeal_vein.n.01;subclavian_vein.n.01;intercostal_vein.n.01;cystic_vein.n.01;lingual_vein.n.01;thoracoepigastric_vein.n.01;scleral_veins.n.01;ulnar_vein.n.01;intercapitular_vein.n.01;peroneal_vein.n.01;cephalic_vein.n.01;metacarpal_vein.n.01;musculophrenic_vein.n.01;tibial_vein.n.01;venae_interlobulares_hepatis.n.01;cerebellar_vein.n.01;circumflex_vein.n.01;sacral_vein.n.01;tracheal_vein.n.01;basal_vein.n.01;sternocleidomastoid_vein.n.01;iliolumbar_vein.n.01;esophageal_veins.n.01;supraorbital_vein.n.01;pectoral_vein.n.01;lacrimal_vein.n.01;ciliary_veins.n.01;axillary_vein.n.01;emissary_vein.n.01;ileocolic_vein.n.01;central_vein_of_suprarenal_gland.n.01;vesical_vein.n.01;vena_canaliculi_cochleae.n.01;gastric_vein.n.01;meningeal_veins.n.01;temporal_vein.n.01;thalamostriate_vein.n.01;accessory_vertebral_vein.n.01;venae_palpebrales.n.01	1	136
gene	n	05436752-n	gene.n.01	08459252-n	05440046-n;05439100-n;05439942-n;05439286-n;05437785-n;05440555-n;05438642-n;05438956-n;05440756-n;05440875-n;05438483-n;05442022-n;05439413-n;05441686-n;05441338-n;05440410-n;05437600-n;05441929-n;05441224-n;05441468-n;05441053-n	sequence.n.01	operator_gene.n.01;linkage_group.n.01;nonallele.n.01;modifier.n.04;allele.n.01;polygene.n.01;homeotic_gene.n.01;lethal_gene.n.01;proto-oncogene.n.01;recessive_gene.n.01;genetic_marker.n.01;y-linked_gene.n.01;mutant_gene.n.01;transgene.n.01;structural_gene.n.01;oncogene.n.01;dominant_gene.n.01;x-linked_gene.n.01;repressor_gene.n.01;suppressor.n.02;regulatory_gene.n.01	1	21
nerve	n	05474346-n	nerve.n.01	05475681-n	05568767-n;05475134-n;05568349-n;05569053-n;05474738-n;05476592-n;05505479-n;05504807-n;05567875-n;05476256-n	fiber_bundle.n.01	ulnar_nerve.n.01;sensory_nerve.n.01;saphenous_nerve.n.01;spinal_nerve.n.01;motor_nerve.n.01;depressor.n.02;splanchnic_nerve.n.01;radial_nerve.n.01;sciatic_nerve.n.01;cranial_nerve.n.01	1	10
hemisphere	n	05476915-n	hemisphere.n.03	05462674-n	05477112-n;05477510-n	neural_structure.n.01	left_hemisphere.n.01;right_hemisphere.n.01	1	2
brain	n	05481095-n	brain.n.01	05462674-n		neural_structure.n.01		1	0
intestine	n	05534333-n	intestine.n.01	05298729-n	05535484-n;05534712-n	internal_organ.n.01	large_intestine.n.01;small_intestine.n.01	1	2
colon	n	05535869-n	colon.n.01	05535484-n	05537060-n;05536858-n;05537417-n;05537243-n;05536178-n	large_intestine.n.01	ascending_colon.n.01;transverse_colon.n.01;sigmoid_colon.n.01;descending_colon.n.01;megacolon.n.01	1	5
appendix	n	05537576-n	appendix.n.02	05470189-n		process.n.05		1	0
head	n	05538625-n	head.n.01	05225090-n	05539138-n	external_body_part.n.01	human_head.n.01	1	1
skull	n	05540121-n	skull.n.01	05269901-n		bone.n.01		1	0
jaw	n	05546040-n	jaw.n.01	05269901-n	05284132-n;05275905-n;05546298-n	bone.n.01	upper_jaw.n.01;lower_jaw.n.01;chop.n.03	1	3
neck	n	05546540-n	neck.n.01	05225090-n	05547313-n	external_body_part.n.01	bull_neck.n.01	1	1
throat	n	05547508-n	throat.n.01	05548726-n		tubular_cavity.n.01		1	0
shoulder	n	05548840-n	shoulder.n.01	05220461-n		body_part.n.01		1	0
torso	n	05549830-n	torso.n.01	05220461-n		body_part.n.01		1	0
thorax	n	05552607-n	thorax.n.02	05220461-n	05551617-n;05551494-n	body_part.n.01	male_chest.n.01;female_chest.n.01	1	2
breast	n	05554405-n	breast.n.02	05554189-n		mammary_gland.n.01		1	0
waist	n	05555688-n	waist.n.01	05221895-n	05555840-n	area.n.03	wasp_waist.n.01	1	1
hip	n	05556325-n	hip.n.01	05220461-n		body_part.n.01		1	0
abdomen	n	05556943-n	abdomen.n.01	05220461-n	05557723-n	body_part.n.01	underbelly.n.02	1	1
buttocks	n	05559256-n	buttocks.n.01	05220461-n		body_part.n.01		1	0
limb	n	05560244-n	limb.n.01	05559908-n	02465084-n;05564229-n;05561390-n;05562249-n;05561507-n;02464461-n;05563770-n;05564323-n;02464785-n;05560787-n	extremity.n.01	flipper.n.02;cubitus.n.02;crus.n.01;thigh.n.01;leg.n.02;hind_limb.n.01;arm.n.01;forearm.n.01;forelimb.n.01;leg.n.01	1	10
thigh	n	05562249-n	thigh.n.01	05560244-n	05562595-n	limb.n.01	lap.n.01	1	1
lap	n	05562595-n	lap.n.01	05562249-n		thigh.n.01		1	0
foot	n	05563266-n	foot.n.01	05563034-n	05576421-n	vertebrate_foot.n.01	flatfoot.n.02	1	1
arm	n	05563770-n	arm.n.01	05560244-n		limb.n.01		1	0
hand	n	05564590-n	hand.n.01	05566919-n	05565337-n;05565192-n;05565064-n;05565548-n	extremity.n.05	right.n.05;hooks.n.01;fist.n.01;left.n.03	1	4
fist	n	05565064-n	fist.n.01	05564590-n		hand.n.01		1	0
finger	n	05566504-n	finger.n.01	05566097-n;05566919-n	05567604-n;05567217-n;05567381-n;05567489-n;05567727-n	digit.n.03;extremity.n.05	middle_finger.n.01;thumb.n.01;index.n.05;ring_finger.n.01;little_finger.n.01	2	5
thumb	n	05567217-n	thumb.n.01	05566504-n		finger.n.01		1	0
index	n	05567381-n	index.n.05	05566504-n		finger.n.01		1	0
knee	n	05573602-n	knee.n.01	05580416-n		hinge_joint.n.01		1	0
toe	n	05577410-n	toe.n.01	05566097-n;05566919-n	05577969-n;05577741-n;05577866-n	digit.n.03;extremity.n.05	little_toe.n.01;big_toe.n.01;hammertoe.n.01	2	3
heel	n	05578095-n	heel.n.02	05585665-n		skeletal_structure.n.01		1	0
ankle	n	05578442-n	ankle.n.01	05578251-n		gliding_joint.n.01		1	0
elbow	n	05579944-n	elbow.n.01	05580416-n		hinge_joint.n.01		1	0
nail	n	05581693-n	nail.n.01	05581514-n	05584265-n;05584486-n	horny_structure.n.01	fingernail.n.01;toenail.n.01	1	2
wrist	n	05584928-n	wrist.n.01	05578251-n		gliding_joint.n.01		1	0
skeletal_system	n	05585383-n	skeletal_system.n.01	05237227-n	05586446-n;05586759-n	system.n.06	endoskeleton.n.01;exoskeleton.n.01	1	2
spinal_column	n	05588174-n	spinal_column.n.01	05585665-n	01895128-n;01466472-n	skeletal_structure.n.01	chine.n.02;notochord.n.01	1	2
joint	n	05595083-n	joint.n.01	05220461-n	02468368-n;02463205-n;05543177-n;02464065-n;05542893-n;02462464-n	body_part.n.01	elbow.n.05;hock.n.02;synovial_joint.n.01;stifle.n.01;suture.n.01;fetlock.n.01	1	6
nose	n	05598147-n	nose.n.01	05300231-n	05598982-n;02452637-n;05599084-n;02452813-n;05599501-n;05598868-n;05599398-n;05598707-n	chemoreceptor.n.01	hawk_nose.n.01;snout.n.01;proboscis.n.01;snout.n.03;roman_nose.n.01;conk.n.01;pug_nose.n.01;beak.n.04	1	8
chin	n	05599617-n	chin.n.01	05601758-n	05599769-n	feature.n.02	double_chin.n.01	1	1
face	n	05600637-n	face.n.01	05225090-n	05601357-n	external_body_part.n.01	countenance.n.03	1	1
feature	n	05601758-n	feature.n.02	05220461-n	05603160-n;05599617-n;05602835-n;05602683-n;05602982-n;05602548-n	body_part.n.01	jaw.n.02;chin.n.01;cheek.n.01;temple.n.02;jowl.n.02;brow.n.01	1	6
brow	n	05602548-n	brow.n.01	05601758-n		feature.n.02		1	0
temple	n	05602683-n	temple.n.02	05601758-n		feature.n.02		1	0
cheek	n	05602835-n	cheek.n.01	05601758-n		feature.n.02		1	0
mind	n	05611302-n	mind.n.01	00023271-n	05613478-n;05611684-n;05613043-n;05613274-n;05613170-n	cognition.n.01	subconscious_mind.n.01;noddle.n.01;tabula_rasa.n.01;unconscious_mind.n.01;ego.n.03	1	5
common_sense	n	05614657-n	common_sense.n.01	05614175-n	05615258-n;05615028-n;05615147-n	sagacity.n.01	road_sense.n.01;logic.n.02;nous.n.01	1	3
caution	n	05615869-n	caution.n.03	05615373-n		judiciousness.n.01		1	0
intelligence	n	05617606-n	intelligence.n.01	05616246-n	05619226-n;05619743-n;05618293-n;05619553-n;05620955-n;05622196-n;05618849-n;05621439-n;05620468-n;05620294-n;05618056-n;05619345-n;05619059-n	ability.n.02	verbal_intelligence.n.01;brilliance.n.03;breadth.n.01;nimbleness.n.01;brightness.n.02;wits.n.01;mind.n.07;shrewdness.n.01;acuteness.n.02;precociousness.n.01;brain.n.02;mental_quickness.n.01;nonverbal_intelligence.n.01	1	13
mind	n	05618849-n	mind.n.07	05617606-n		intelligence.n.01		1	0
brilliance	n	05619743-n	brilliance.n.03	05617606-n	05620190-n;05619903-n;05620050-n	intelligence.n.01	scintillation.n.03;coruscation.n.02;pyrotechnics.n.01	1	3
craft	n	05621178-n	craft.n.05	05621439-n		shrewdness.n.01		1	0
instinct	n	05622723-n	instinct.n.01	05622456-n	05613794-n	aptitude.n.01	id.n.03	1	1
Hell	n	05629381-n	hell.n.04	05625879-n		imaginary_place.n.01		1	0
invention	n	05633385-n	invention.n.01	05624700-n	05634457-n;05634219-n	creativity.n.01	contrivance.n.02;concoction.n.03	1	2
skill	n	05637558-n	skill.n.01	05616246-n	05638486-n;05639431-n;05639556-n;05638778-n;05639832-n;05638063-n;05638700-n;05639651-n;05640040-n;05638606-n;05640339-n;05640184-n;05638374-n	ability.n.02	literacy.n.01;numeracy.n.01;oarsmanship.n.01;mixology.n.01;seamanship.n.01;craft.n.04;mastership.n.01;salesmanship.n.01;showmanship.n.01;marksmanship.n.01;swordsmanship.n.01;soldiering.n.01;horsemanship.n.01	1	13
